,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Yellow,Red,Rating
2654,Toby Alderweireld,2015/2016,Tottenham,England-Premier-League,EPL,38,3420,3,-,7.16
2655,Toby Alderweireld,2014/2015,Southampton,England-Premier-League,EPL,26,2263,3,-,7.07
2656,Toby Alderweireld,2016,Belgium,International-European-Championship,UEC,5,450,1,-,7.11
2657,Toby Alderweireld,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,12,906,-,-,6.87
2658,Toby Alderweireld,2013/2014,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,277,1,-,6.96
2659,Toby Alderweireld,2013/2014,Ajax,Netherlands-Eredivisie,NE,4,360,-,-,6.94
2660,Toby Alderweireld,2014,Belgium,International-FIFA-World-Cup,WC,4,360,2,-,7.05
2661,Toby Alderweireld,2012/2013,Ajax,Europe-UEFA-Europa-League,UEL,2,180,-,-,7.78
2662,Toby Alderweireld,2012/2013,Ajax,Europe-UEFA-Champions-League,UCL,6,540,-,-,6.72
2663,Toby Alderweireld,2011/2012,Ajax,Europe-UEFA-Champions-League,UCL,5,450,-,-,7.18
2664,Toby Alderweireld,2010/2011,Ajax,Europe-UEFA-Champions-League,UCL,5,450,-,-,7.06
2665,Óscar Duarte,2017/2018,Espanyol,Spain-La-Liga,SLL,11,990,1,-,6.62
2666,Óscar Duarte,2016/2017,Espanyol,Spain-La-Liga,SLL,15,1124,4,-,6.45
2667,Óscar Duarte,2015/2016,Espanyol,Spain-La-Liga,SLL,14,1196,5,-,6.74
2668,Óscar Duarte,2015/2016,Club Bruges,Europe-UEFA-Europa-League,UEL,2,180,-,-,6.19
2669,Óscar Duarte,2014/2015,Club Bruges,Europe-UEFA-Europa-League,UEL,11,990,-,-,7.23
2670,Óscar Duarte,2014,Costa Rica,International-FIFA-World-Cup,WC,4,336,-,1,7.06
2671,Jérôme Boateng,2017/2018,Bayern Munich,Germany-Bundesliga,GB,19,1644,4,-,7.14
2672,Jérôme Boateng,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,677,2,-,6.78
2673,Jérôme Boateng,2016/2017,Bayern Munich,Germany-Bundesliga,GB,13,828,1,-,6.73
2674,Jérôme Boateng,2016/2017,Bayern Munich,Europe-UEFA-Champions-League,UCL,6,480,2,-,6.66
2675,Jérôme Boateng,2015/2016,Bayern Munich,Germany-Bundesliga,GB,19,1353,3,1,6.96
2676,Jérôme Boateng,2015/2016,Bayern Munich,Europe-UEFA-Champions-League,UCL,7,537,2,-,6.98
2677,Jérôme Boateng,2014/2015,Bayern Munich,Germany-Bundesliga,GB,27,2140,2,1,7.26
2678,Jérôme Boateng,2014/2015,Bayern Munich,Europe-UEFA-Champions-League,UCL,11,990,2,-,7.32
2679,Jérôme Boateng,2016,Germany,International-European-Championship,UEC,6,478,1,-,7.09
2680,Jérôme Boateng,2013/2014,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,762,1,1,6.69
2681,Jérôme Boateng,2013/2014,Bayern Munich,Germany-Bundesliga,GB,25,2169,6,1,7.28
2682,Jérôme Boateng,2014,Germany,International-FIFA-World-Cup,WC,7,587,-,-,7.11
2683,Jérôme Boateng,2012/2013,Bayern Munich,Germany-Bundesliga,GB,26,2245,5,-,7.17
2684,Jérôme Boateng,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,735,1,1,6.99
2685,Jérôme Boateng,2012,Germany,International-European-Championship,UEC,4,341,2,-,7.1
2686,Jérôme Boateng,2011/2012,Bayern Munich,Germany-Bundesliga,GB,27,2183,3,1,7.14
2687,Jérôme Boateng,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,13,1170,2,-,7.06
2688,Jérôme Boateng,2010/2011,Manchester Ci..,England-Premier-League,EPL,16,1239,1,-,6.91
2689,Jérôme Boateng,2009/2010,Hamburger SV,Germany-Bundesliga,GB,27,2156,4,1,6.91
2690,Domagoj Vida,2017/2018,Besiktas,Turkey-Super-Lig,TS,13,751,4,-,6.76
2691,Domagoj Vida,2017/2018,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,4,350,-,-,7.03
2692,Domagoj Vida,2017/2018,Besiktas,Europe-UEFA-Champions-League,UCL,1,16,-,1,5.53
2693,Domagoj Vida,2016/2017,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,6,540,2,-,6.7
2694,Domagoj Vida,2015/2016,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,5,372,-,-,6.71
2695,Domagoj Vida,2014/2015,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,10,876,4,-,6.86
2696,Domagoj Vida,2016,Croatia,International-European-Championship,UEC,3,270,1,-,6.64
2697,Domagoj Vida,2013/2014,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,3,211,1,-,6.61
2698,Domagoj Vida,2012/2013,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,2,180,-,-,7.3
2699,Domagoj Vida,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,540,2,-,6.55
2700,Domagoj Vida,2012,Croatia,International-European-Championship,UEC,1,66,-,-,6.78
2701,Domagoj Vida,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,513,2,-,6.03
2702,Domagoj Vida,2010/2011,Bayer Leverku..,Germany-Bundesliga,GB,1,76,-,-,7.38
2703,Josip Pivaric,2017/2018,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,8,720,1,-,6.75
2704,Josip Pivaric,2016/2017,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,5,450,2,-,5.93
2705,Josip Pivaric,2015/2016,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,5,439,2,1,6.81
2706,Josip Pivaric,2014/2015,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,5,425,-,-,6.61
2707,Josip Pivaric,2013/2014,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,3,270,2,-,6.75
2708,Josip Pivaric,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,469,-,-,6.07
2709,Milan Badelj,2017/2018,Fiorentina,Italy-Serie-A,ISA,27,2355,8,1,7.12
2710,Milan Badelj,2016/2017,Fiorentina,Italy-Serie-A,ISA,33,2513,9,-,6.92
2711,Milan Badelj,2016/2017,Fiorentina,Europe-UEFA-Europa-League,UEL,6,514,1,-,7.46
2712,Milan Badelj,2015/2016,Fiorentina,Italy-Serie-A,ISA,27,2138,7,1,7.13
2713,Milan Badelj,2015/2016,Fiorentina,Europe-UEFA-Europa-League,UEL,7,406,2,-,6.61
2714,Milan Badelj,2014/2015,Fiorentina,Italy-Serie-A,ISA,21,1549,3,-,7.14
2715,Milan Badelj,2014/2015,Hamburger SV,Germany-Bundesliga,GB,2,180,-,-,7.15
2716,Milan Badelj,2014/2015,Fiorentina,Europe-UEFA-Europa-League,UEL,13,859,2,-,6.94
2717,Milan Badelj,2016,Croatia,International-European-Championship,UEC,4,360,1,-,7.09
2718,Milan Badelj,2013/2014,Hamburger SV,Germany-Bundesliga,GB,29,2411,5,-,7.5
2719,Milan Badelj,2012/2013,Hamburger SV,Germany-Bundesliga,GB,31,2506,8,-,7.49
2720,Milan Badelj,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,452,-,-,6.51
2721,Aron Gunnarsson,2017/2018,Cardiff,England-Championship,EC,20,1500,3,-,7.02
2722,Aron Gunnarsson,2016/2017,Cardiff,England-Championship,EC,40,3593,8,-,7.08
2723,Aron Gunnarsson,2015/2016,Cardiff,England-Championship,EC,28,1529,3,-,6.75
2724,Aron Gunnarsson,2014/2015,Cardiff,England-Championship,EC,45,3621,7,-,7.0
2725,Aron Gunnarsson,2016,Iceland,International-European-Championship,UEC,5,426,1,-,6.82
2726,Aron Gunnarsson,2013/2014,Cardiff,England-Premier-League,EPL,23,1540,1,-,6.5
2727,Fagner,2018,Corinthians,Brazil-Brasileirão,BSA,3,189,-,-,7.09
2728,Fagner,2017,Corinthians,Brazil-Brasileirão,BSA,31,2790,8,-,7.24
2729,Fagner,2016,Corinthians,Brazil-Brasileirão,BSA,33,2968,7,-,7.1
2730,Fagner,2015,Corinthians,Brazil-Brasileirão,BSA,26,2176,4,1,7.01
2731,Fagner,2014,Corinthians,Brazil-Brasileirão,BSA,35,2982,8,-,6.87
2732,Fagner,2013,Vasco da Gama,Brazil-Brasileirão,BSA,26,2098,5,-,6.81
2733,Fagner,2012/2013,Wolfsburg,Germany-Bundesliga,GB,26,2083,5,-,7.27
2734,Rodney Wallace,2018,New York City..,USA-Major-League-Soccer,UMLS,8,419,1,-,6.46
2735,Rodney Wallace,2017,New York City..,USA-Major-League-Soccer,UMLS,28,2082,7,-,6.92
2736,Rodney Wallace,2016,Sport Recife,Brazil-Brasileirão,BSA,24,1839,6,-,6.91
2737,Rodney Wallace,2015,Portland Timb..,USA-Major-League-Soccer,UMLS,37,2420,5,-,6.79
2738,Rodney Wallace,2014,Portland Timb..,USA-Major-League-Soccer,UMLS,17,1058,2,-,6.89
2739,Rodney Wallace,2013,Portland Timb..,USA-Major-League-Soccer,UMLS,31,2273,4,-,7.17
2740,Johan Venegas,2017,Minnesota Uni..,USA-Major-League-Soccer,UMLS,22,1229,4,-,6.34
2741,Johan Venegas,2016,Montreal Impa..,USA-Major-League-Soccer,UMLS,25,761,3,-,6.28
2742,Johan Venegas,2015,Montreal Impa..,USA-Major-League-Soccer,UMLS,14,769,4,-,6.39
2743,Marco Reus,2017/2018,Borussia Dort..,Germany-Bundesliga,GB,11,935,1,-,7.39
2744,Marco Reus,2017/2018,Borussia Dort..,Europe-UEFA-Europa-League,UEL,4,229,-,-,6.13
2745,Marco Reus,2016/2017,Borussia Dort..,Germany-Bundesliga,GB,17,1190,1,1,7.15
2746,Marco Reus,2016/2017,Borussia Dort..,Europe-UEFA-Champions-League,UCL,4,291,-,-,7.83
2747,Marco Reus,2015/2016,Borussia Dort..,Germany-Bundesliga,GB,26,1927,2,-,7.2
2748,Marco Reus,2015/2016,Borussia Dort..,Europe-UEFA-Europa-League,UEL,10,744,1,-,7.4
2749,Marco Reus,2014/2015,Borussia Dort..,Germany-Bundesliga,GB,20,1571,1,-,7.54
2750,Marco Reus,2014/2015,Borussia Dort..,Europe-UEFA-Champions-League,UCL,4,341,1,-,7.69
2751,Marco Reus,2013/2014,Borussia Dort..,Europe-UEFA-Champions-League,UCL,9,769,2,-,7.62
2752,Marco Reus,2013/2014,Borussia Dort..,Germany-Bundesliga,GB,30,2221,6,-,7.91
2753,Marco Reus,2012/2013,Borussia Dort..,Germany-Bundesliga,GB,32,2356,4,-,7.61
2754,Marco Reus,2012/2013,Borussia Dort..,Europe-UEFA-Champions-League,UCL,13,1079,1,-,7.51
2755,Marco Reus,2012,Germany,International-European-Championship,UEC,2,125,-,-,7.24
2756,Marco Reus,2011/2012,Borussia M.Gl..,Germany-Bundesliga,GB,32,2782,3,-,7.99
2757,Marco Reus,2010/2011,Borussia M.Gl..,Germany-Bundesliga,GB,32,2857,9,-,7.35
2758,Marco Reus,2009/2010,Borussia M.Gl..,Germany-Bundesliga,GB,33,2471,-,-,7.14
2759,Nils Petersen,2017/2018,Freiburg,Germany-Bundesliga,GB,32,2240,3,1,6.95
2760,Nils Petersen,2016/2017,Freiburg,Germany-Bundesliga,GB,33,1233,-,-,6.69
2761,Nils Petersen,2015/2016,Freiburg,Germany-Bundesliga-II,GB2,32,2333,1,-,7.42
2762,Nils Petersen,2014/2015,Werder Bremen,Germany-Bundesliga,GB,7,222,-,-,6.38
2763,Nils Petersen,2014/2015,Freiburg,Germany-Bundesliga,GB,12,507,-,-,7.08
2764,Nils Petersen,2013/2014,Werder Bremen,Germany-Bundesliga,GB,28,1637,2,-,6.87
2765,Nils Petersen,2012/2013,Werder Bremen,Germany-Bundesliga,GB,34,2749,3,-,7.0
2766,Nils Petersen,2011/2012,Bayern Munich,Germany-Bundesliga,GB,9,228,-,-,6.49
2767,Nils Petersen,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,3,127,-,-,6.3
2768,Miguel Layún,2017/2018,Sevilla,Spain-La-Liga,SLL,16,1181,4,-,6.73
2769,Miguel Layún,2017/2018,FC Porto,Portugal-Liga-NOS,PLN,7,259,1,-,6.37
2770,Miguel Layún,2017/2018,FC Porto,Europe-UEFA-Champions-League,UCL,2,109,-,-,7.13
2771,Miguel Layún,2016/2017,FC Porto,Portugal-Liga-NOS,PLN,16,1079,3,-,7.14
2772,Miguel Layún,2016/2017,FC Porto,Europe-UEFA-Champions-League,UCL,6,432,2,-,6.76
2773,Miguel Layún,2015/2016,FC Porto,Europe-UEFA-Europa-League,UEL,2,180,-,-,6.65
2774,Miguel Layún,2015/2016,FC Porto,Europe-UEFA-Champions-League,UCL,6,460,-,-,7.59
2775,Miguel Layún,2015/2016,Watford,England-Premier-League,EPL,3,132,-,-,6.66
2776,Miguel Layún,2014/2015,Watford,England-Championship,EC,17,1169,2,-,6.49
2777,Miguel Layún,2014,Mexico,International-FIFA-World-Cup,WC,4,360,-,-,6.77
2778,Miguel Layún,2009/2010,Atalanta,Italy-Serie-A,ISA,2,31,-,-,6.51
2779,Carlos Vela,2018,Los Angeles F..,USA-Major-League-Soccer,UMLS,12,1080,1,-,7.79
2780,Carlos Vela,2017/2018,Real Sociedad,Spain-La-Liga,SLL,13,375,-,-,6.53
2781,Carlos Vela,2017/2018,Real Sociedad,Europe-UEFA-Europa-League,UEL,2,118,-,-,7.26
2782,Carlos Vela,2016/2017,Real Sociedad,Spain-La-Liga,SLL,35,2562,6,-,7.07
2783,Carlos Vela,2015/2016,Real Sociedad,Spain-La-Liga,SLL,35,2765,5,-,6.81
2784,Carlos Vela,2014/2015,Real Sociedad,Spain-La-Liga,SLL,29,2061,5,-,6.85
2785,Carlos Vela,2013/2014,Real Sociedad,Spain-La-Liga,SLL,37,3116,4,-,7.42
2786,Carlos Vela,2013/2014,Real Sociedad,Europe-UEFA-Champions-League,UCL,6,525,2,-,6.39
2787,Carlos Vela,2012/2013,Real Sociedad,Spain-La-Liga,SLL,35,2715,10,-,7.4
2788,Carlos Vela,2011/2012,Real Sociedad,Spain-La-Liga,SLL,35,2488,2,-,7.09
2789,Carlos Vela,2010/2011,Arsenal,Europe-UEFA-Champions-League,UCL,4,87,1,-,6.56
2790,Carlos Vela,2010/2011,Arsenal,England-Premier-League,EPL,4,60,-,-,6.36
2791,Carlos Vela,2010/2011,West Bromwich..,England-Premier-League,EPL,8,317,-,-,6.61
2792,Carlos Vela,2009/2010,Arsenal,Europe-UEFA-Champions-League,UCL,4,209,1,-,6.34
2793,Carlos Vela,2009/2010,Arsenal,England-Premier-League,EPL,11,227,-,-,6.3
2794,Lee Chung-yong,2017/2018,Crystal Palac..,England-Premier-League,EPL,7,132,-,-,5.98
2795,Lee Chung-yong,2016/2017,Crystal Palac..,England-Premier-League,EPL,15,466,-,-,6.27
2796,Lee Chung-yong,2015/2016,Crystal Palac..,England-Premier-League,EPL,13,387,-,-,6.4
2797,Lee Chung-yong,2014/2015,Bolton,England-Championship,EC,23,1987,5,-,6.99
2798,Lee Chung-yong,2014/2015,Crystal Palac..,England-Premier-League,EPL,3,91,-,-,5.74
2799,Lee Chung-yong,2013/2014,Bolton,England-Championship,EC,45,2959,5,-,6.83
2800,Lee Chung-yong,2014,South Korea,International-FIFA-World-Cup,WC,3,244,-,-,6.87
2801,Lee Chung-yong,2011/2012,Bolton,England-Premier-League,EPL,2,17,-,-,6.07
2802,Lee Chung-yong,2010/2011,Bolton,England-Premier-League,EPL,31,2201,1,-,6.93
2803,Lee Chung-yong,2009/2010,Bolton,England-Premier-League,EPL,34,2414,4,-,7.0
2804,Koo Ja-cheol,2017/2018,Augsburg,Germany-Bundesliga,GB,28,2051,2,-,6.68
2805,Koo Ja-cheol,2016/2017,Augsburg,Germany-Bundesliga,GB,23,1817,6,1,6.7
2806,Koo Ja-cheol,2015/2016,Mainz 05,Germany-Bundesliga,GB,2,17,-,-,6.08
2807,Koo Ja-cheol,2015/2016,Augsburg,Germany-Bundesliga,GB,27,2081,6,-,7.2
2808,Koo Ja-cheol,2015/2016,Augsburg,Europe-UEFA-Europa-League,UEL,8,404,-,-,6.56
2809,Koo Ja-cheol,2014/2015,Mainz 05,Germany-Bundesliga,GB,23,1487,3,-,7.04
2810,Koo Ja-cheol,2013/2014,Wolfsburg,Germany-Bundesliga,GB,10,594,-,-,6.45
2811,Koo Ja-cheol,2013/2014,Mainz 05,Germany-Bundesliga,GB,14,757,-,-,7.08
2812,Koo Ja-cheol,2014,South Korea,International-FIFA-World-Cup,WC,3,270,1,-,6.79
2813,Koo Ja-cheol,2012/2013,Augsburg,Germany-Bundesliga,GB,21,1601,3,-,7.12
2814,Koo Ja-cheol,2011/2012,Augsburg,Germany-Bundesliga,GB,15,1251,2,-,7.23
2815,Koo Ja-cheol,2011/2012,Wolfsburg,Germany-Bundesliga,GB,12,569,-,-,6.43
2816,Koo Ja-cheol,2010/2011,Wolfsburg,Germany-Bundesliga,GB,10,299,3,-,6.36
2817,Jimmy Durmaz,2017/2018,Toulouse,France-Ligue-1,FL1,20,1032,5,-,6.61
2818,Jimmy Durmaz,2016/2017,Toulouse,France-Ligue-1,FL1,27,1525,5,-,6.51
2819,Jimmy Durmaz,2015/2016,Olympiacos,Europe-UEFA-Europa-League,UEL,2,135,-,-,6.79
2820,Jimmy Durmaz,2014/2015,Olympiacos,Europe-UEFA-Champions-League,UCL,1,21,-,-,6.25
2821,Jimmy Durmaz,2014/2015,Olympiacos,Europe-UEFA-Europa-League,UEL,2,84,1,-,6.38
2822,Jimmy Durmaz,2016,Sweden,International-European-Championship,UEC,2,31,-,-,6.07
2823,Axel Witsel,2018,Tianjin Quanj..,China-Super-league,CSl,9,805,-,-,6.95
2824,Axel Witsel,2017,Tianjin Quanj..,China-Super-league,CSl,27,2417,6,-,6.98
2825,Axel Witsel,2016/2017,Zenit St. Pet..,Russia-Premier-League,RPL,16,1286,5,-,7.04
2826,Axel Witsel,2016/2017,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,6,540,2,-,7.21
2827,Axel Witsel,2015/2016,Zenit St. Pet..,Russia-Premier-League,RPL,29,2470,4,-,6.91
2828,Axel Witsel,2015/2016,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,7,630,4,-,7.36
2829,Axel Witsel,2014/2015,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,5,442,1,-,6.84
2830,Axel Witsel,2014/2015,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,6,518,1,-,6.9
2831,Axel Witsel,2014/2015,Zenit St. Pet..,Russia-Premier-League,RPL,28,2304,5,-,7.06
2832,Axel Witsel,2016,Belgium,International-European-Championship,UEC,5,450,1,-,7.24
2833,Axel Witsel,2013/2014,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,7,575,-,1,6.85
2834,Axel Witsel,2013/2014,Zenit St. Pet..,Russia-Premier-League,RPL,29,2489,3,-,7.18
2835,Axel Witsel,2014,Belgium,International-FIFA-World-Cup,WC,4,360,1,-,7.15
2836,Axel Witsel,2012/2013,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,4,360,2,-,7.09
2837,Axel Witsel,2012/2013,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,5,450,1,-,6.92
2838,Axel Witsel,2011/2012,Benfica,Europe-UEFA-Champions-League,UCL,10,900,-,-,7.2
2839,Axel Witsel,2009/2010,Standard Lieg..,Europe-UEFA-Champions-League,UCL,6,534,1,-,7.15
2840,Gabriel Torres,2015,Colorado Rapi..,USA-Major-League-Soccer,UMLS,25,1597,1,-,6.53
2841,Gabriel Torres,2014,Colorado Rapi..,USA-Major-League-Soccer,UMLS,23,1091,2,-,6.43
2842,Gabriel Torres,2013,Colorado Rapi..,USA-Major-League-Soccer,UMLS,8,597,-,-,6.85
2843,Syam Ben Youssef,2017/2018,Kasimpasa,Turkey-Super-Lig,TS,26,2146,7,-,6.75
2844,Syam Ben Youssef,2016/2017,Caen,France-Ligue-1,FL1,17,1291,6,-,6.81
2845,Syam Ben Youssef,2015/2016,Caen,France-Ligue-1,FL1,18,1477,1,1,7.25
2846,Syam Ben Youssef,2015,Tunisia,International-Africa-Cup-of-Nations,ACoN,4,360,-,-,7.3
2847,Syam Ben Youssef,2014/2015,Astra Giurgiu,Europe-UEFA-Europa-League,UEL,6,540,2,-,6.69
2848,Ahmed Akaïchi,2015,Tunisia,,ACoN,4,321,1,-,6.95
2849,David Ospina,2017/2018,Arsenal,Europe-UEFA-Europa-League,UEL,10,900,-,-,6.94
2850,David Ospina,2017/2018,Arsenal,England-Premier-League,EPL,5,380,-,-,6.95
2851,David Ospina,2016/2017,Arsenal,Europe-UEFA-Champions-League,UCL,8,720,-,-,6.69
2852,David Ospina,2016/2017,Arsenal,England-Premier-League,EPL,2,142,-,-,6.17
2853,David Ospina,2015/2016,Arsenal,Europe-UEFA-Champions-League,UCL,3,270,-,-,6.04
2854,David Ospina,2015/2016,Arsenal,England-Premier-League,EPL,4,360,-,-,7.11
2855,David Ospina,2015,Colombia,International-Copa-America,ICA,4,360,-,-,7.27
2856,David Ospina,2014/2015,Arsenal,Europe-UEFA-Champions-League,UCL,3,208,-,-,6.69
2857,David Ospina,2014/2015,Arsenal,England-Premier-League,EPL,18,1620,-,-,7.06
2858,David Ospina,2013/2014,Nice,France-Ligue-1,FL1,29,2572,2,1,7.28
2859,David Ospina,2014,Colombia,International-FIFA-World-Cup,WC,5,445,-,-,7.17
2860,David Ospina,2012/2013,Nice,France-Ligue-1,FL1,26,2298,3,2,6.72
2861,David Ospina,2011/2012,Nice,France-Ligue-1,FL1,37,3263,4,1,7.03
2862,David Ospina,2010/2011,Nice,France-Ligue-1,FL1,35,3091,2,-,6.96
2863,David Ospina,2009/2010,Nice,France-Ligue-1,FL1,37,3276,-,-,6.87
2864,Camilo Vargas,2016,Argentinos Ju..,,APD,6,540,2,-,6.17
2865,Maya Yoshida,2017/2018,Southampton,England-Premier-League,EPL,24,2051,2,1,6.86
2866,Maya Yoshida,2016/2017,Southampton,England-Premier-League,EPL,23,2070,2,-,7.03
2867,Maya Yoshida,2016/2017,Southampton,Europe-UEFA-Europa-League,UEL,6,540,-,-,7.2
2868,Maya Yoshida,2015/2016,Southampton,England-Premier-League,EPL,20,1016,-,-,6.48
2869,Maya Yoshida,2014/2015,Southampton,England-Premier-League,EPL,22,1691,3,-,6.9
2870,Maya Yoshida,2013/2014,Southampton,England-Premier-League,EPL,8,632,-,-,6.99
2871,Maya Yoshida,2014,Japan,International-FIFA-World-Cup,WC,3,270,1,-,6.87
2872,Maya Yoshida,2013,Japan,International-Confederations-Cup,ICC,3,205,-,-,6.15
2873,Maya Yoshida,2012/2013,Southampton,England-Premier-League,EPL,32,2852,2,-,6.95
2874,Konstantin Rausch,2017/2018,FC Cologne,Germany-Bundesliga,GB,12,930,3,-,6.58
2875,Konstantin Rausch,2017/2018,FC Cologne,Europe-UEFA-Europa-League,UEL,6,502,-,-,6.4
2876,Konstantin Rausch,2017/2018,Dinamo Moscow,Russia-Premier-League,RPL,10,839,2,-,6.37
2877,Konstantin Rausch,2016/2017,FC Cologne,Germany-Bundesliga,GB,28,1937,4,-,6.72
2878,Konstantin Rausch,2015/2016,Darmstadt,Germany-Bundesliga,GB,31,2129,7,-,6.61
2879,Konstantin Rausch,2014/2015,VfB Stuttgart,Germany-Bundesliga,GB,4,72,-,-,6.11
2880,Konstantin Rausch,2013/2014,VfB Stuttgart,Germany-Bundesliga,GB,21,1496,1,-,6.67
2881,Konstantin Rausch,2012/2013,Hannover 96,Germany-Bundesliga,GB,30,2340,3,-,6.83
2882,Konstantin Rausch,2012/2013,Hannover 96,Europe-UEFA-Europa-League,UEL,7,465,3,-,6.76
2883,Konstantin Rausch,2011/2012,Hannover 96,Germany-Bundesliga,GB,33,2085,5,-,6.64
2884,Konstantin Rausch,2010/2011,Hannover 96,Germany-Bundesliga,GB,34,2844,1,-,6.77
2885,Konstantin Rausch,2009/2010,Hannover 96,Germany-Bundesliga,GB,26,1702,1,-,6.41
2886,Karim Ansarifard,2016/2017,Olympiacos,Europe-UEFA-Europa-League,UEL,4,273,-,-,7.06
2887,Karim Ansarifard,2014,Iran,International-FIFA-World-Cup,WC,1,22,1,-,5.74
2888,Romain Saïss,2017/2018,Wolverhampton..,England-Championship,EC,42,3398,11,-,7.09
2889,Romain Saïss,2016/2017,Wolverhampton..,England-Championship,EC,24,1728,10,-,6.85
2890,Romain Saïss,2015/2016,Angers,France-Ligue-1,FL1,35,3107,12,-,7.13
2891,Younès Belhanda,2017/2018,Galatasaray,Turkey-Super-Lig,TS,30,2445,4,2,7.39
2892,Younès Belhanda,2016/2017,Nice,France-Ligue-1,FL1,31,2541,8,1,6.8
2893,Younès Belhanda,2016/2017,Nice,Europe-UEFA-Europa-League,UEL,5,268,-,-,6.16
2894,Younès Belhanda,2015/2016,Schalke 04,Germany-Bundesliga,GB,15,813,2,-,6.87
2895,Younès Belhanda,2015/2016,Schalke 04,Europe-UEFA-Europa-League,UEL,2,178,-,-,6.86
2896,Younès Belhanda,2015/2016,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,2,31,-,-,6.13
2897,Younès Belhanda,2014/2015,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,9,596,1,1,6.75
2898,Younès Belhanda,2013/2014,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,7,530,1,-,6.83
2899,Younès Belhanda,2012/2013,Montpellier,Europe-UEFA-Champions-League,UCL,6,451,1,-,6.62
2900,Younès Belhanda,2012/2013,Montpellier,France-Ligue-1,FL1,29,2424,5,2,6.89
2901,Younès Belhanda,2011/2012,Montpellier,France-Ligue-1,FL1,28,2241,5,2,7.14
2902,Younès Belhanda,2010/2011,Montpellier,France-Ligue-1,FL1,36,2596,8,-,6.8
2903,Younès Belhanda,2009/2010,Montpellier,France-Ligue-1,FL1,33,1865,5,1,6.57
2904,Mehdi Carcela,2017/2018,Olympiacos,Europe-UEFA-Champions-League,UCL,4,268,-,-,6.39
2905,Mehdi Carcela,2016/2017,Granada,Spain-La-Liga,SLL,22,1753,6,-,6.87
2906,Mehdi Carcela,2015/2016,Benfica,Europe-UEFA-Champions-League,UCL,4,140,1,-,6.3
2907,Mehdi Carcela,2014/2015,Standard Lieg..,Europe-UEFA-Europa-League,UEL,1,56,-,-,6.56
2908,Mehdi Carcela,2013/2014,Standard Lieg..,Europe-UEFA-Europa-League,UEL,3,186,-,1,6.47
2909,Mehdi Carcela,2013/2014,Anzhi Makhach..,Russia-Premier-League,RPL,3,115,-,-,6.16
2910,Mehdi Carcela,2012/2013,Anzhi Makhach..,Europe-UEFA-Europa-League,UEL,10,362,1,1,6.16
2911,Mehdi Carcela,2009/2010,Standard Lieg..,Europe-UEFA-Champions-League,UCL,5,395,-,1,6.9
2912,Nacho,2017/2018,Real Madrid,Spain-La-Liga,SLL,27,2073,7,-,6.9
2913,Nacho,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,8,595,1,-,7.17
2914,Nacho,2016/2017,Real Madrid,Spain-La-Liga,SLL,28,2302,5,-,7.01
2915,Nacho,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,4,315,-,-,6.89
2916,Nacho,2015/2016,Real Madrid,Spain-La-Liga,SLL,16,1153,5,-,6.98
2917,Nacho,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,5,358,-,-,6.99
2918,Nacho,2014/2015,Real Madrid,Spain-La-Liga,SLL,14,636,1,-,6.83
2919,Nacho,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,6,200,-,-,6.51
