,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Yellow,Red,Rating
2920,Nacho,2013/2014,Real Madrid,Spain-La-Liga,SLL,12,812,2,-,6.8
2921,Nacho,2013/2014,Real Madrid,Europe-UEFA-Champions-League,UCL,3,242,-,-,7.64
2922,Nacho,2013,Spain U21,International-EURO-U-21,IEU,1,90,-,-,6.89
2923,Nacho,2012/2013,Real Madrid,Spain-La-Liga,SLL,9,556,1,-,6.94
2924,Nacho,2012/2013,Real Madrid,Europe-UEFA-Champions-League,UCL,1,90,-,-,7.23
2925,Nacho,2010/2011,Real Madrid,Spain-La-Liga,SLL,2,145,-,-,6.73
2926,Henrik Dalsgaard,2017/2018,Brentford,England-Championship,EC,29,2541,4,-,6.98
2927,Henrik Dalsgaard,2014/2015,AaB,Europe-UEFA-Europa-League,UEL,8,700,2,-,6.83
2928,Pedro Gallese,2015,Peru,,ICA,6,540,1,-,6.85
2929,Luis Advíncula,2016/2017,Newells Old B..,Argentina-Primera-División,APD,14,1187,2,-,6.99
2930,Luis Advíncula,2016,Newells Old B..,Argentina-Primera-División,APD,15,1264,3,-,6.76
2931,Luis Advíncula,2015/2016,Bursaspor,Turkey-Super-Lig,TS,12,1022,1,-,6.65
2932,Luis Advíncula,2015,Peru,International-Copa-America,ICA,6,540,1,-,7.14
2933,Luis Advíncula,2013,Ponte Preta,Brazil-Brasileirão,BSA,4,242,2,-,6.39
2934,Luis Advíncula,2012/2013,Hoffenheim,Germany-Bundesliga,GB,2,78,1,-,6.17
2935,Yoshimar Yotún,2018,Orlando City,USA-Major-League-Soccer,UMLS,10,891,5,-,7.47
2936,Yoshimar Yotún,2017,Orlando City,USA-Major-League-Soccer,UMLS,10,887,2,-,7.33
2937,Yoshimar Yotún,2017,Malmoe FF,Sweden-Allsvenskan,SA,15,1238,4,-,7.47
2938,Yoshimar Yotún,2016,Malmoe FF,Sweden-Allsvenskan,SA,19,1164,3,-,7.01
2939,Yoshimar Yotún,2015/2016,Malmoe FF,Europe-UEFA-Champions-League,UCL,4,303,1,1,6.25
2940,Yoshimar Yotún,2015,Peru,International-Copa-America,ICA,6,143,2,-,6.37
2941,Yoshimar Yotún,2013,Vasco da Gama,Brazil-Brasileirão,BSA,23,2000,6,-,6.83
2942,Lovre Kalinic,2016/2017,Gent,,UEL,4,360,1,-,6.27
2943,Thomas Müller,2017/2018,Bayern Munich,Germany-Bundesliga,GB,29,1966,4,-,7.28
2944,Thomas Müller,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,10,734,1,-,7.06
2945,Thomas Müller,2016/2017,Bayern Munich,Germany-Bundesliga,GB,29,2265,-,-,7.3
2946,Thomas Müller,2016/2017,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,433,-,-,6.75
2947,Thomas Müller,2015/2016,Bayern Munich,Germany-Bundesliga,GB,31,2345,4,-,7.5
2948,Thomas Müller,2015/2016,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,896,1,-,7.14
2949,Thomas Müller,2014/2015,Bayern Munich,Germany-Bundesliga,GB,32,2374,1,-,7.27
2950,Thomas Müller,2014/2015,Bayern Munich,Europe-UEFA-Champions-League,UCL,10,778,-,-,7.59
2951,Thomas Müller,2016,Germany,International-European-Championship,UEC,6,540,-,-,7.2
2952,Thomas Müller,2013/2014,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,710,-,-,6.89
2953,Thomas Müller,2013/2014,Bayern Munich,Germany-Bundesliga,GB,31,2173,2,-,7.36
2954,Thomas Müller,2014,Germany,International-FIFA-World-Cup,WC,7,622,-,-,7.72
2955,Thomas Müller,2012/2013,Bayern Munich,Germany-Bundesliga,GB,28,2102,-,-,7.69
2956,Thomas Müller,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,13,1047,1,-,7.53
2957,Thomas Müller,2012,Germany,International-European-Championship,UEC,5,306,-,-,6.46
2958,Thomas Müller,2011/2012,Bayern Munich,Germany-Bundesliga,GB,34,2702,1,-,7.31
2959,Thomas Müller,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,11,694,2,-,7.13
2960,Thomas Müller,2010/2011,Bayern Munich,Germany-Bundesliga,GB,34,2801,2,-,7.37
2961,Thomas Müller,2010/2011,Bayern Munich,Europe-UEFA-Champions-League,UCL,8,621,-,-,7.47
2962,Thomas Müller,2009/2010,Bayern Munich,Germany-Bundesliga,GB,34,2645,3,-,7.39
2963,Thomas Müller,2009/2010,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,939,-,1,6.86
2964,Dejan Lovren,2017/2018,Liverpool,Europe-UEFA-Champions-League,UCL,12,1050,2,-,7.0
2965,Dejan Lovren,2017/2018,Liverpool,England-Premier-League,EPL,29,2125,4,-,6.99
2966,Dejan Lovren,2016/2017,Liverpool,England-Premier-League,EPL,29,2555,6,-,7.13
2967,Dejan Lovren,2015/2016,Liverpool,Europe-UEFA-Europa-League,UEL,10,900,3,-,7.06
2968,Dejan Lovren,2015/2016,Liverpool,England-Premier-League,EPL,24,1898,2,-,6.97
2969,Dejan Lovren,2014/2015,Liverpool,Europe-UEFA-Champions-League,UCL,4,360,1,-,7.06
2970,Dejan Lovren,2014/2015,Liverpool,Europe-UEFA-Europa-League,UEL,2,117,1,-,6.72
2971,Dejan Lovren,2014/2015,Liverpool,England-Premier-League,EPL,26,2036,4,-,6.98
2972,Dejan Lovren,2013/2014,Southampton,England-Premier-League,EPL,31,2788,7,-,7.32
2973,Dejan Lovren,2014,Croatia,International-FIFA-World-Cup,WC,3,270,1,-,6.66
2974,Dejan Lovren,2012/2013,Lyon,Europe-UEFA-Europa-League,UEL,5,450,1,-,6.57
2975,Dejan Lovren,2012/2013,Lyon,France-Ligue-1,FL1,18,1561,3,3,6.87
2976,Dejan Lovren,2011/2012,Lyon,Europe-UEFA-Champions-League,UCL,6,452,1,-,7.01
2977,Dejan Lovren,2011/2012,Lyon,France-Ligue-1,FL1,18,1600,3,1,7.05
2978,Dejan Lovren,2010/2011,Lyon,Europe-UEFA-Champions-League,UCL,6,540,2,-,7.11
2979,Dejan Lovren,2010/2011,Lyon,France-Ligue-1,FL1,28,2346,6,1,6.94
2980,Dejan Lovren,2009/2010,Lyon,France-Ligue-1,FL1,8,682,-,-,7.17
2981,Cheikhou Kouyaté,2017/2018,West Ham,England-Premier-League,EPL,33,2803,5,-,6.8
2982,Cheikhou Kouyaté,2016/2017,West Ham,England-Premier-League,EPL,31,2728,3,-,7.04
2983,Cheikhou Kouyaté,2015/2016,West Ham,England-Premier-League,EPL,34,3010,5,1,7.26
2984,Cheikhou Kouyaté,2015,Senegal,International-Africa-Cup-of-Nations,ACoN,3,186,-,-,6.27
2985,Cheikhou Kouyaté,2014/2015,West Ham,England-Premier-League,EPL,31,2662,5,-,7.19
2986,Cheikhou Kouyaté,2013/2014,Anderlecht,Europe-UEFA-Champions-League,UCL,6,499,-,1,6.54
2987,Cheikhou Kouyaté,2012/2013,Anderlecht,Europe-UEFA-Champions-League,UCL,6,529,1,-,6.7
2988,Idrissa Gueye,2017/2018,Everton,Europe-UEFA-Europa-League,UEL,2,107,-,-,6.81
2989,Idrissa Gueye,2017/2018,Everton,England-Premier-League,EPL,33,2757,6,1,6.95
2990,Idrissa Gueye,2016/2017,Everton,England-Premier-League,EPL,33,2688,11,-,7.23
2991,Idrissa Gueye,2015/2016,Aston Villa,England-Premier-League,EPL,35,3076,10,-,7.25
2992,Idrissa Gueye,2015,Senegal,International-Africa-Cup-of-Nations,ACoN,3,270,-,-,6.84
2993,Idrissa Gueye,2014/2015,Lille,Europe-UEFA-Europa-League,UEL,6,533,2,-,6.98
2994,Idrissa Gueye,2014/2015,Lille,France-Ligue-1,FL1,32,2734,4,-,7.41
2995,Idrissa Gueye,2013/2014,Lille,France-Ligue-1,FL1,37,3330,6,-,7.29
2996,Idrissa Gueye,2012/2013,Lille,Europe-UEFA-Champions-League,UCL,3,270,-,-,7.04
2997,Idrissa Gueye,2012/2013,Lille,France-Ligue-1,FL1,29,1950,5,-,6.92
2998,Idrissa Gueye,2011/2012,Lille,Europe-UEFA-Champions-League,UCL,3,113,-,-,6.77
2999,Idrissa Gueye,2011/2012,Lille,France-Ligue-1,FL1,25,1381,5,1,6.69
3000,Idrissa Gueye,2010/2011,Lille,France-Ligue-1,FL1,11,357,-,-,6.65
3001,Cristian Gamboa,2017/2018,Celtic,Europe-UEFA-Champions-League,UCL,1,90,-,-,7.03
3002,Cristian Gamboa,2016/2017,Celtic,Europe-UEFA-Champions-League,UCL,2,175,-,-,6.04
3003,Cristian Gamboa,2015/2016,West Bromwich..,England-Premier-League,EPL,1,27,1,-,6.27
3004,Cristian Gamboa,2014/2015,West Bromwich..,England-Premier-League,EPL,10,237,1,-,6.38
3005,Cristian Gamboa,2014,Costa Rica,International-FIFA-World-Cup,WC,5,426,-,-,7.09
3006,Cristian Gamboa,2012/2013,Rosenborg,Europe-UEFA-Europa-League,UEL,6,540,1,-,6.73
3007,Bryan Oviedo,2017/2018,Sunderland,England-Championship,EC,34,2605,9,-,7.03
3008,Bryan Oviedo,2016/2017,Everton,England-Premier-League,EPL,6,477,3,-,6.66
3009,Bryan Oviedo,2016/2017,Sunderland,England-Premier-League,EPL,10,849,1,-,6.98
3010,Bryan Oviedo,2015/2016,Everton,England-Premier-League,EPL,14,998,-,-,6.87
3011,Bryan Oviedo,2014/2015,Everton,Europe-UEFA-Europa-League,UEL,2,148,-,-,6.7
3012,Bryan Oviedo,2014/2015,Everton,England-Premier-League,EPL,6,318,3,-,6.51
3013,Bryan Oviedo,2013/2014,Everton,England-Premier-League,EPL,9,718,1,-,7.38
3014,Bryan Oviedo,2012/2013,Everton,England-Premier-League,EPL,15,227,1,-,6.15
3015,David Guzmán,2018,Portland Timb..,USA-Major-League-Soccer,UMLS,3,186,-,-,6.7
3016,David Guzmán,2017,Portland Timb..,USA-Major-League-Soccer,UMLS,26,2119,12,-,7.13
3017,Marco Ureña,2018,Los Angeles F..,USA-Major-League-Soccer,UMLS,7,611,-,-,7.29
3018,Marco Ureña,2017,San Jose Eart..,USA-Major-League-Soccer,UMLS,26,1795,3,-,6.63
3019,Marco Ureña,2015/2016,FC Midtjyllan..,Europe-UEFA-Europa-League,UEL,5,142,-,-,6.32
3020,Marco Ureña,2013/2014,Kuban Krasnod..,Russia-Premier-League,RPL,5,86,-,-,6.08
3021,Marco Ureña,2014,Costa Rica,International-FIFA-World-Cup,WC,4,72,-,-,6.25
3022,Jonas Hector,2017/2018,FC Cologne,Germany-Bundesliga,GB,20,1761,4,-,7.0
3023,Jonas Hector,2017/2018,FC Cologne,Europe-UEFA-Europa-League,UEL,1,35,-,-,6.5
3024,Jonas Hector,2016/2017,FC Cologne,Germany-Bundesliga,GB,33,2970,6,-,7.26
3025,Jonas Hector,2015/2016,FC Cologne,Germany-Bundesliga,GB,32,2859,3,-,7.33
3026,Jonas Hector,2014/2015,FC Cologne,Germany-Bundesliga,GB,33,2970,2,-,7.4
3027,Jonas Hector,2016,Germany,International-European-Championship,UEC,6,540,-,-,7.03
3028,Sebastian Rudy,2017/2018,Bayern Munich,Germany-Bundesliga,GB,25,1509,2,-,6.84
3029,Sebastian Rudy,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,5,346,2,-,6.8
3030,Sebastian Rudy,2016/2017,Hoffenheim,Germany-Bundesliga,GB,32,2789,9,-,7.43
3031,Sebastian Rudy,2015/2016,Hoffenheim,Germany-Bundesliga,GB,24,1800,8,1,6.75
3032,Sebastian Rudy,2014/2015,Hoffenheim,Germany-Bundesliga,GB,29,2244,9,-,7.07
3033,Sebastian Rudy,2013/2014,Hoffenheim,Germany-Bundesliga,GB,27,2243,6,-,7.13
3034,Sebastian Rudy,2013,Germany U21,International-EURO-U-21,IEU,3,217,-,-,7.19
3035,Sebastian Rudy,2012/2013,Hoffenheim,Germany-Bundesliga,GB,23,1768,7,-,6.94
3036,Sebastian Rudy,2011/2012,Hoffenheim,Germany-Bundesliga,GB,28,2340,6,-,7.05
3037,Sebastian Rudy,2010/2011,Hoffenheim,Germany-Bundesliga,GB,32,2460,4,-,7.05
3038,Sebastian Rudy,2009/2010,VfB Stuttgart,Germany-Bundesliga,GB,13,587,1,-,6.51
3039,Sebastian Rudy,2009/2010,VfB Stuttgart,Europe-UEFA-Champions-League,UCL,3,170,-,-,7.46
3040,Kim Young-gwon,2018,Guangzhou Eve..,China-Super-league,CSl,5,450,-,-,6.52
3041,Kim Young-gwon,2017,Guangzhou Eve..,China-Super-league,CSl,4,360,-,-,6.39
3042,Kim Young-gwon,2016,Guangzhou Eve..,China-Super-league,CSl,15,1277,3,-,6.96
3043,Kim Young-gwon,2014,South Korea,International-FIFA-World-Cup,WC,3,270,-,-,6.78
3044,Jung Woo-young,2017,Chongqing Lif..,China-Super-league,CSl,21,1876,3,-,7.15
3045,Jung Woo-young,2016,Chongqing Lif..,China-Super-league,CSl,30,2700,2,-,6.73
3046,Robin Olsen,2017/2018,FC Copenhagen,Europe-UEFA-Europa-League,UEL,6,540,-,-,6.9
3047,Robin Olsen,2016/2017,FC Copenhagen,Europe-UEFA-Champions-League,UCL,6,540,-,-,6.93
3048,Robin Olsen,2016/2017,FC Copenhagen,Europe-UEFA-Europa-League,UEL,4,360,-,-,7.08
3049,Robin Olsen,2015/2016,PAOK Thessalo..,Europe-UEFA-Europa-League,UEL,2,180,-,-,6.93
3050,Robin Olsen,2014/2015,Malmoe FF,Europe-UEFA-Champions-League,UCL,6,540,1,-,6.98
3051,Albin Ekdal,2017/2018,Hamburger SV,Germany-Bundesliga,GB,19,1109,3,-,6.61
3052,Albin Ekdal,2016/2017,Hamburger SV,Germany-Bundesliga,GB,21,1246,2,1,6.54
3053,Albin Ekdal,2015/2016,Hamburger SV,Germany-Bundesliga,GB,14,1143,4,-,6.97
3054,Albin Ekdal,2014/2015,Cagliari,Italy-Serie-A,ISA,33,2692,7,-,7.16
3055,Albin Ekdal,2016,Sweden,International-European-Championship,UEC,3,173,1,-,6.38
3056,Albin Ekdal,2013/2014,Cagliari,Italy-Serie-A,ISA,22,1669,6,-,6.71
3057,Albin Ekdal,2012/2013,Cagliari,Italy-Serie-A,ISA,31,2350,8,-,6.97
3058,Albin Ekdal,2011/2012,Cagliari,Italy-Serie-A,ISA,30,1996,3,-,7.03
3059,Albin Ekdal,2010/2011,Bologna,Italy-Serie-A,ISA,23,1564,4,-,6.6
3060,Albin Ekdal,2009/2010,Robur Siena,Italy-Serie-A,ISA,26,1706,3,-,6.8
3061,Karl-Johan Johnsson,2017/2018,Guingamp,France-Ligue-1,FL1,38,3420,-,-,6.68
3062,Karl-Johan Johnsson,2016/2017,Guingamp,France-Ligue-1,FL1,37,3279,1,1,6.63
3063,Karl-Johan Johnsson,2013/2014,NEC Nijmegen,Netherlands-Eredivisie,NE,29,2528,-,-,6.66
3064,Kristoffer Nordfeldt,2016/2017,Swansea,England-Premier-League,EPL,1,90,-,-,6.29
3065,Kristoffer Nordfeldt,2015/2016,Swansea,England-Premier-League,EPL,1,90,-,-,6.88
3066,Kristoffer Nordfeldt,2014/2015,SC Heerenveen,Netherlands-Eredivisie,NE,38,3420,2,-,6.9
3067,Kristoffer Nordfeldt,2013/2014,SC Heerenveen,Netherlands-Eredivisie,NE,35,3146,-,-,6.89
3068,Nacer Chadli,2017/2018,West Bromwich..,England-Premier-League,EPL,5,216,1,-,6.32
3069,Nacer Chadli,2016/2017,West Bromwich..,England-Premier-League,EPL,31,2150,2,-,6.68
3070,Nacer Chadli,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,6,415,-,-,6.49
3071,Nacer Chadli,2015/2016,Tottenham,England-Premier-League,EPL,29,938,1,-,6.39
3072,Nacer Chadli,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,4,232,-,-,6.16
3073,Nacer Chadli,2014/2015,Tottenham,England-Premier-League,EPL,35,2417,3,-,6.9
3074,Nacer Chadli,2013/2014,Tottenham,Europe-UEFA-Europa-League,UEL,5,371,-,-,7.24
3075,Nacer Chadli,2013/2014,Tottenham,England-Premier-League,EPL,24,1455,1,-,6.7
3076,Nacer Chadli,2014,Belgium,International-FIFA-World-Cup,WC,3,93,-,-,6.45
3077,Nacer Chadli,2012/2013,Twente,Europe-UEFA-Europa-League,UEL,4,318,-,-,7.25
3078,Nacer Chadli,2010/2011,Twente,Europe-UEFA-Champions-League,UCL,6,507,-,-,7.33
3079,Fabian Delph,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,5,383,-,-,7.04
3080,Fabian Delph,2017/2018,Manchester Ci..,England-Premier-League,EPL,22,1746,2,-,7.16
3081,Fabian Delph,2016/2017,Manchester Ci..,England-Premier-League,EPL,7,220,1,-,6.56
3082,Fabian Delph,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,5,116,-,-,6.16
3083,Fabian Delph,2015/2016,Manchester Ci..,England-Premier-League,EPL,17,756,-,-,6.75
3084,Fabian Delph,2014/2015,Aston Villa,England-Premier-League,EPL,28,2434,1,1,7.08
3085,Fabian Delph,2013/2014,Aston Villa,England-Premier-League,EPL,34,3003,7,-,7.12
3086,Fabian Delph,2012/2013,Aston Villa,England-Premier-League,EPL,24,1703,6,-,6.88
3087,Fabian Delph,2011/2012,Aston Villa,England-Premier-League,EPL,11,855,3,-,6.66
3088,Fabian Delph,2010/2011,Aston Villa,England-Premier-League,EPL,7,415,1,-,6.63
3089,Fabian Delph,2009/2010,Aston Villa,England-Premier-League,EPL,8,292,3,-,6.44
3090,Aníbal Godoy,2018,San Jose Eart..,USA-Major-League-Soccer,UMLS,12,1080,4,-,7.14
3091,Aníbal Godoy,2017,San Jose Eart..,USA-Major-League-Soccer,UMLS,27,2224,10,1,6.9
3092,Aníbal Godoy,2016,San Jose Eart..,USA-Major-League-Soccer,UMLS,23,1941,6,2,6.98
3093,Aníbal Godoy,2015,San Jose Eart..,USA-Major-League-Soccer,UMLS,10,894,5,-,7.24
3094,Rami Bedoui,2015,Tunisia,,ACoN,1,90,-,-,7.7
3095,Ali Maâloul,2015,Tunisia,,ACoN,4,360,-,-,6.79
3096,Bernardo Espinosa,2017/2018,Girona,Spain-La-Liga,SLL,34,2869,7,-,6.86
3097,Bernardo Espinosa,2016/2017,Middlesbrough,England-Premier-League,EPL,11,975,2,-,6.83
3098,Bernardo Espinosa,2015/2016,Sporting Gijo..,Spain-La-Liga,SLL,16,1338,5,1,7.09
3099,Bernardo Espinosa,2011/2012,Racing Santan..,Spain-La-Liga,SLL,25,2206,4,-,6.93
3100,Bernardo Espinosa,2010/2011,Sevilla,Spain-La-Liga,SLL,1,90,-,-,6.12
3101,Hiroki Sakai,2017/2018,Marseille,Europe-UEFA-Europa-League,UEL,10,765,1,-,7.26
3102,Hiroki Sakai,2017/2018,Marseille,France-Ligue-1,FL1,33,2523,1,-,6.89
3103,Hiroki Sakai,2016/2017,Marseille,France-Ligue-1,FL1,35,3014,6,-,7.13
3104,Hiroki Sakai,2015/2016,Hannover 96,Germany-Bundesliga,GB,26,2295,1,-,6.76
3105,Hiroki Sakai,2014/2015,Hannover 96,Germany-Bundesliga,GB,27,2324,5,1,6.92
3106,Hiroki Sakai,2013/2014,Hannover 96,Germany-Bundesliga,GB,26,2264,7,-,7.12
3107,Hiroki Sakai,2013,Japan,International-Confederations-Cup,ICC,2,77,1,-,6.0
3108,Hiroki Sakai,2012/2013,Hannover 96,Germany-Bundesliga,GB,13,721,3,-,6.46
3109,Hiroki Sakai,2012/2013,Hannover 96,Europe-UEFA-Europa-League,UEL,2,173,1,-,6.64
3110,Yuya Osako,2017/2018,FC Cologne,Germany-Bundesliga,GB,25,1906,2,1,6.51
3111,Yuya Osako,2017/2018,FC Cologne,Europe-UEFA-Europa-League,UEL,6,357,-,-,6.71
3112,Yuya Osako,2016/2017,FC Cologne,Germany-Bundesliga,GB,30,2377,4,-,7.03
3113,Yuya Osako,2015/2016,FC Cologne,Germany-Bundesliga,GB,25,1346,2,-,6.56
3114,Yuya Osako,2014/2015,FC Cologne,Germany-Bundesliga,GB,28,1522,1,-,6.6
3115,Yuya Osako,2014,Japan,International-FIFA-World-Cup,WC,2,124,-,-,6.52
3116,Grzegorz Krychowiak,2017/2018,West Bromwich..,England-Premier-League,EPL,27,1643,2,-,6.62
3117,Grzegorz Krychowiak,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,6,209,-,-,6.02
3118,Grzegorz Krychowiak,2016/2017,Paris Saint G..,France-Ligue-1,FL1,11,659,2,-,6.87
3119,Grzegorz Krychowiak,2015/2016,Sevilla,Spain-La-Liga,SLL,26,2271,6,-,7.23
3120,Grzegorz Krychowiak,2015/2016,Sevilla,Europe-UEFA-Europa-League,UEL,6,479,1,-,7.43
3121,Grzegorz Krychowiak,2015/2016,Sevilla,Europe-UEFA-Champions-League,UCL,6,540,1,-,7.8
3122,Grzegorz Krychowiak,2014/2015,Sevilla,Spain-La-Liga,SLL,32,2717,13,1,7.33
3123,Grzegorz Krychowiak,2014/2015,Sevilla,Europe-UEFA-Europa-League,UEL,13,1140,5,-,7.75
3124,Grzegorz Krychowiak,2016,Poland,International-European-Championship,UEC,5,450,-,-,7.26
3125,Grzegorz Krychowiak,2013/2014,Reims,France-Ligue-1,FL1,35,2830,9,-,7.34
3126,Grzegorz Krychowiak,2012/2013,Reims,France-Ligue-1,FL1,35,3061,8,-,7.28
3127,Grzegorz Krychowiak,2011/2012,Bordeaux,France-Ligue-1,FL1,2,91,-,-,6.26
3128,Maciej Rybus,2017/2018,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,6,495,1,-,6.7
3129,Maciej Rybus,2017/2018,Lokomotiv Mos..,Russia-Premier-League,RPL,20,1492,4,-,6.7
3130,Maciej Rybus,2016/2017,Lyon,Europe-UEFA-Champions-League,UCL,4,252,-,-,7.06
3131,Maciej Rybus,2016/2017,Lyon,France-Ligue-1,FL1,18,1147,1,-,6.75
3132,Maciej Rybus,2016/2017,Lyon,Europe-UEFA-Europa-League,UEL,2,106,-,-,6.85
3133,Maciej Rybus,2015/2016,FK Akhmat,Russia-Premier-League,RPL,28,2010,2,-,7.01
3134,Maciej Rybus,2014/2015,FK Akhmat,Russia-Premier-League,RPL,27,2319,3,-,6.96
3135,Maciej Rybus,2013/2014,FK Akhmat,Russia-Premier-League,RPL,16,1188,3,-,7.02
3136,Maciej Rybus,2012,Poland,International-European-Championship,UEC,1,70,-,-,6.45
3137,Lamine Gassama,2017/2018,Alanyaspor,Turkey-Super-Lig,TS,31,2675,8,-,6.86
3138,Lamine Gassama,2016/2017,Alanyaspor,Turkey-Super-Lig,TS,29,2504,2,-,6.8
3139,Lamine Gassama,2015/2016,Lorient,France-Ligue-1,FL1,31,2709,6,2,6.79
3140,Lamine Gassama,2015,Senegal,International-Africa-Cup-of-Nations,ACoN,2,135,-,-,7.12
3141,Lamine Gassama,2014/2015,Lorient,France-Ligue-1,FL1,31,2701,6,-,6.91
3142,Lamine Gassama,2013/2014,Lorient,France-Ligue-1,FL1,24,2045,5,1,6.7
3143,Lamine Gassama,2012/2013,Lorient,France-Ligue-1,FL1,16,1396,3,-,6.84
3144,Lamine Gassama,2011/2012,Lorient,France-Ligue-1,FL1,8,589,2,-,6.54
3145,Lamine Gassama,2010/2011,Lyon,France-Ligue-1,FL1,4,284,2,-,6.82
3146,Lamine Gassama,2009/2010,Lyon,Europe-UEFA-Champions-League,UCL,2,161,-,-,7.22
3147,Lamine Gassama,2009/2010,Lyon,France-Ligue-1,FL1,6,392,-,-,6.88
3148,Saliou Ciss,2017/2018,Angers,France-Ligue-1,FL1,3,144,-,-,6.11
3149,Saliou Ciss,2013/2014,Valenciennes,France-Ligue-1,FL1,23,1889,5,-,6.6
3150,Alfred N'Diaye,2017/2018,Villarreal,Spain-La-Liga,SLL,2,100,-,-,6.35
3151,Alfred N'Diaye,2017/2018,Wolverhampton..,England-Championship,EC,33,1286,4,-,6.59
3152,Alfred N'Diaye,2016/2017,Villarreal,Spain-La-Liga,SLL,7,112,1,-,6.15
3153,Alfred N'Diaye,2016/2017,Hull,England-Premier-League,EPL,15,1277,7,-,6.51
3154,Alfred N'Diaye,2016/2017,Villarreal,Europe-UEFA-Europa-League,UEL,3,262,1,-,7.01
3155,Alfred N'Diaye,2015/2016,Real Betis,Spain-La-Liga,SLL,34,3010,6,-,7.0
3156,Alfred N'Diaye,2015,Senegal,International-Africa-Cup-of-Nations,ACoN,1,84,-,-,6.48
3157,Alfred N'Diaye,2013/2014,Real Betis,Spain-La-Liga,SLL,16,1413,5,-,6.93
3158,Alfred N'Diaye,2013/2014,Real Betis,Europe-UEFA-Europa-League,UEL,4,360,-,-,6.83
3159,Alfred N'Diaye,2012/2013,Sunderland,England-Premier-League,EPL,16,1298,3,-,6.74
3160,Alfred N'Diaye,2010/2011,Nancy,France-Ligue-1,FL1,14,737,1,1,6.56
3161,Alfred N'Diaye,2009/2010,Nancy,France-Ligue-1,FL1,23,1433,7,-,6.44
3162,Diafra Sakho,2017/2018,Rennes,France-Ligue-1,FL1,13,777,1,-,6.38
3163,Diafra Sakho,2017/2018,West Ham,England-Premier-League,EPL,14,296,2,-,6.14
3164,Diafra Sakho,2016/2017,West Ham,England-Premier-League,EPL,4,181,-,-,6.41
3165,Diafra Sakho,2015/2016,West Ham,England-Premier-League,EPL,21,1527,3,-,6.88
3166,Diafra Sakho,2014/2015,West Ham,England-Premier-League,EPL,23,1761,2,-,7.11
3167,Mário Fernandes,2017/2018,CSKA Moscow,Europe-UEFA-Europa-League,UEL,2,180,-,-,6.83
3168,Mário Fernandes,2017/2018,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,540,1,-,7.03
3169,Mário Fernandes,2017/2018,CSKA Moscow,Russia-Premier-League,RPL,25,2134,2,-,7.17
3170,Mário Fernandes,2016/2017,CSKA Moscow,Russia-Premier-League,RPL,30,2617,3,-,7.33
3171,Mário Fernandes,2016/2017,CSKA Moscow,Europe-UEFA-Champions-League,UCL,5,450,-,-,7.0
3172,Mário Fernandes,2015/2016,CSKA Moscow,Russia-Premier-League,RPL,27,2333,-,1,7.14
3173,Mário Fernandes,2015/2016,CSKA Moscow,Europe-UEFA-Champions-League,UCL,5,450,1,-,7.73
3174,Mário Fernandes,2014/2015,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,540,-,-,7.11
3175,Mário Fernandes,2014/2015,CSKA Moscow,Russia-Premier-League,RPL,29,2519,3,-,7.31
3176,Mário Fernandes,2013/2014,CSKA Moscow,Russia-Premier-League,RPL,12,1076,1,-,7.74
3177,Denis Cheryshev,2017/2018,Villarreal,Spain-La-Liga,SLL,24,922,2,-,6.55
3178,Denis Cheryshev,2017/2018,Villarreal,Europe-UEFA-Europa-League,UEL,5,192,1,-,6.49
3179,Denis Cheryshev,2016/2017,Villarreal,Spain-La-Liga,SLL,11,336,1,-,6.21
3180,Denis Cheryshev,2016/2017,Villarreal,Europe-UEFA-Europa-League,UEL,6,389,-,-,6.79
3181,Denis Cheryshev,2015/2016,Real Madrid,Spain-La-Liga,SLL,2,33,-,-,6.58
3182,Denis Cheryshev,2015/2016,Valencia,Spain-La-Liga,SLL,7,482,2,-,7.12
3183,Denis Cheryshev,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,3,37,1,-,6.35
3184,Denis Cheryshev,2014/2015,Villarreal,Spain-La-Liga,SLL,26,1693,7,-,7.36
3185,Denis Cheryshev,2014/2015,Villarreal,Europe-UEFA-Europa-League,UEL,7,487,-,-,6.89
3186,Denis Cheryshev,2013/2014,Sevilla,Spain-La-Liga,SLL,4,91,1,1,6.18
