,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Aerial_Duels,Won,Lost,Rating,Total_Shots,OutOfBox,SixYardBox,PenaltyArea,Total_Goals,SixYardBox_Goals,PenaltyArea_Goals,OutOfBox_Goals,Unsuccessful,Successful,Total_Dribbles,UnsuccessfulTouches,Dispossessed,TotalTackles,DribbledPast,TotalAttemptedTackles,Total_Interceptions,Fouled,Fouls,Yellow,Red,CaughtOffside,Total_Clearances,ShotsBlocked,CrossesBlocked,PassesBlocked,Total_Saves,Saves_In_SixYardBox,Saves_In_PenaltyArea,Saves_From_OutOfBox,Total_Passes,AccLB,InAccLB,AccSP,InAccSP,Total_Key_Passes,Long,Short,Cross,Corner,Throughball,Freekick,Throwin,Other,Total_Assists
89,Shinji Kagawa,2015/2016,Borussia Dort..,Germany-Bundesliga,GB,29,2172,48,18,30,7.06,31,8,1,22,9,1,7,1,13,20,33,45,51,34,10,44,16,36,27,2,-,7,3,1,2,23,-,-,-,-,1449,59,27,1176,187,41,3,38,-,-,1,-,-,6,7
90,Shinji Kagawa,2015/2016,Borussia Dort..,Europe-UEFA-Europa-League,UEL,8,482,6,4,2,6.69,12,1,2,9,-,-,-,-,5,5,10,6,10,8,5,13,5,6,8,1,-,2,5,1,1,2,-,-,-,-,328,20,2,281,25,9,1,8,-,-,-,-,-,1,1
91,Shinji Kagawa,2014/2015,Borussia Dort..,Germany-Bundesliga,GB,28,1880,66,21,45,6.78,38,10,-,28,5,-,5,-,20,22,42,42,36,16,12,28,10,27,22,2,-,10,2,-,-,9,-,-,-,-,928,53,23,706,146,49,8,41,-,-,-,-,-,5,5
92,Shinji Kagawa,2014/2015,Borussia Dort..,Europe-UEFA-Champions-League,UCL,5,348,6,2,4,6.87,6,3,-,3,-,-,-,-,4,2,6,10,5,3,4,7,3,4,6,-,-,1,-,-,-,-,-,-,-,-,207,10,7,161,29,10,-,10,-,-,1,-,-,1,2
93,Shinji Kagawa,2013/2014,Manchester Un..,Europe-UEFA-Champions-League,UCL,8,596,6,6,-,6.72,9,2,-,7,-,-,-,-,5,10,15,16,10,7,4,11,7,9,7,1,-,1,6,-,1,5,-,-,-,-,295,17,5,230,43,6,-,6,-,-,-,-,-,-,-
94,Shinji Kagawa,2013/2014,Manchester Un..,England-Premier-League,EPL,18,1172,13,7,6,6.71,14,6,1,7,-,-,-,-,9,10,19,21,33,18,8,26,17,8,4,-,-,2,5,-,1,12,-,-,-,-,706,40,10,574,82,17,1,16,1,-,-,-,-,2,3
95,Shinji Kagawa,2014,Japan,International-FIFA-World-Cup,WC,3,204,2,1,1,6.59,3,1,-,2,-,-,-,-,1,1,2,6,4,4,1,5,4,2,2,-,-,-,-,-,2,1,-,-,-,-,101,7,1,82,11,4,-,4,-,-,-,-,-,-,-
96,Shinji Kagawa,2013,Japan,International-Confederations-Cup,ICC,3,270,3,1,2,7.31,6,1,-,5,1,-,1,-,5,2,7,4,5,3,2,5,6,5,-,-,-,1,-,-,-,-,-,-,-,-,184,14,4,141,25,5,2,3,-,-,-,-,-,1,1
97,Shinji Kagawa,2012/2013,Manchester Un..,Europe-UEFA-Champions-League,UCL,3,195,4,4,-,6.84,3,-,-,3,-,-,-,-,1,1,2,4,9,3,1,4,3,1,1,-,-,3,1,-,-,-,-,-,-,-,111,3,1,96,11,5,-,5,1,-,-,-,-,1,2
98,Shinji Kagawa,2012/2013,Manchester Un..,England-Premier-League,EPL,20,1325,13,4,9,6.91,21,9,2,10,6,2,4,-,11,8,19,22,33,17,12,29,11,20,9,1,-,2,3,1,1,-,-,-,-,-,834,29,3,719,83,19,1,18,-,-,1,-,-,2,3
99,Shinji Kagawa,2011/2012,Borussia Dort..,Germany-Bundesliga,GB,31,2423,27,6,21,7.48,63,19,3,41,13,3,10,-,45,61,106,53,66,37,27,64,17,37,31,1,-,15,1,2,-,-,-,-,-,-,1170,60,15,913,182,56,5,51,-,-,1,-,-,7,8
100,Shinji Kagawa,2011/2012,Borussia Dort..,Europe-UEFA-Champions-League,UCL,6,355,12,-,12,6.26,10,5,-,5,1,-,1,-,5,1,6,9,6,7,2,9,5,6,6,-,-,2,-,-,-,-,-,-,-,-,141,4,-,116,21,2,-,2,-,-,-,-,-,-,-
101,Shinji Kagawa,2010/2011,Borussia Dort..,Germany-Bundesliga,GB,18,1371,14,3,11,7.12,37,15,2,20,8,2,4,2,19,23,42,36,38,10,13,23,6,28,26,2,-,9,-,1,1,-,-,-,-,-,516,26,8,378,104,22,2,20,1,-,-,-,-,-,1
102,Mesut Özil,2017/2018,Arsenal,Europe-UEFA-Europa-League,UEL,7,609,3,-,3,7.7,7,1,-,6,1,-,1,-,5,15,20,15,8,7,6,13,3,11,1,-,-,3,1,-,-,1,-,-,-,-,499,22,7,409,61,27,2,25,1,-,2,-,-,1,4
103,Mesut Özil,2017/2018,Arsenal,England-Premier-League,EPL,26,2164,13,1,12,7.25,39,16,1,22,4,1,3,-,15,36,51,42,32,20,17,37,12,22,18,4,-,12,5,1,4,10,-,-,-,-,1809,57,14,1507,231,84,10,74,3,-,1,2,-,4,8
104,Mesut Özil,2016/2017,Arsenal,Europe-UEFA-Champions-League,UCL,8,627,5,2,3,7.37,12,2,1,9,4,-,4,-,3,7,10,12,6,8,4,12,5,5,2,-,-,4,4,-,-,5,-,-,-,-,397,9,4,327,57,14,4,10,1,-,-,-,-,2,3
105,Mesut Özil,2016/2017,Arsenal,England-Premier-League,EPL,33,2848,23,7,16,7.3,40,9,2,29,8,2,5,1,18,32,50,64,40,25,25,50,16,33,14,2,-,20,9,1,2,14,-,-,-,-,2109,56,31,1771,251,100,17,83,3,3,-,-,-,6,9
106,Mesut Özil,2015/2016,Arsenal,Europe-UEFA-Champions-League,UCL,8,720,6,1,5,7.03,10,3,1,6,2,1,1,-,7,13,20,9,18,4,14,18,9,11,7,2,-,6,1,-,1,2,-,-,-,-,453,8,-,367,78,16,5,11,-,-,-,-,-,-,-
107,Mesut Özil,2015/2016,Arsenal,England-Premier-League,EPL,35,3049,18,3,15,7.66,48,16,7,25,6,1,5,-,35,46,81,70,60,35,42,77,22,43,20,4,-,15,10,-,-,12,-,-,-,-,2277,53,30,1912,282,146,32,114,9,2,3,3,-,7,19
108,Mesut Özil,2014/2015,Arsenal,Europe-UEFA-Champions-League,UCL,4,319,3,1,2,6.8,3,1,-,2,-,-,-,-,7,7,14,10,5,4,5,9,1,4,1,2,-,1,2,-,-,2,-,-,-,-,256,6,1,216,33,9,1,8,-,-,1,-,-,-,1
109,Mesut Özil,2014/2015,Arsenal,England-Premier-League,EPL,22,1860,17,5,12,7.57,29,10,1,18,4,-,3,1,28,52,80,32,37,28,15,43,10,26,10,-,-,9,6,1,-,17,-,-,-,-,1399,20,8,1215,156,69,11,58,3,2,1,-,-,1,5
110,Mesut Özil,2016,Germany,International-European-Championship,UEC,6,540,1,-,1,7.42,13,2,-,11,1,-,1,-,4,16,20,11,7,6,4,10,3,8,4,2,-,2,2,-,-,1,-,-,-,-,393,7,4,343,39,18,1,17,1,-,-,-,-,-,1
111,Mesut Özil,2013/2014,Real Madrid,Spain-La-Liga,SLL,2,134,1,-,1,7.18,1,-,-,1,-,-,-,-,1,4,5,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,1,2,59,10,10,6,4,-,-,-,-,-,-,-
112,Mesut Özil,2013/2014,Arsenal,Europe-UEFA-Champions-League,UCL,8,668,6,2,4,6.83,7,1,-,6,1,-,1,-,8,7,15,15,15,7,12,19,5,12,5,1,-,5,4,-,2,2,-,-,-,-,396,6,5,328,57,19,4,15,-,-,-,-,-,2,2
113,Mesut Özil,2013/2014,Arsenal,England-Premier-League,EPL,26,2150,17,5,12,7.27,30,8,2,20,5,2,3,-,45,45,90,47,34,23,24,47,6,25,9,-,-,11,2,2,2,7,-,-,-,-,1639,40,17,1402,180,76,15,61,4,1,1,1,-,4,9
114,Mesut Özil,2014,Germany,International-FIFA-World-Cup,WC,7,595,1,1,-,6.98,7,2,1,4,-,-,-,-,7,10,17,13,15,9,9,18,-,7,3,-,-,3,-,-,-,1,-,-,-,-,335,6,3,284,42,16,1,15,-,-,-,-,-,1,1
115,Mesut Özil,2012/2013,Real Madrid,Spain-La-Liga,SLL,32,2042,22,6,16,7.39,30,10,1,19,9,1,7,1,31,33,64,43,52,28,11,39,18,40,22,5,-,15,1,-,-,-,-,-,-,-,1182,40,24,955,163,91,27,64,5,3,3,2,-,5,13
116,Mesut Özil,2012/2013,Real Madrid,Europe-UEFA-Champions-League,UCL,10,723,8,1,7,6.97,9,6,-,3,1,-,-,1,12,8,20,21,28,8,5,13,5,15,11,1,-,3,1,-,-,-,-,-,-,-,443,13,5,370,55,29,5,24,1,-,2,-,-,1,4
117,Mesut Özil,2012,Germany,International-European-Championship,UEC,5,438,1,-,1,7.82,8,4,-,4,1,-,1,-,8,11,19,12,10,6,1,7,4,9,5,-,-,2,-,-,-,-,-,-,-,-,319,13,2,270,34,22,6,16,1,-,1,1,-,1,3
118,Mesut Özil,2011/2012,Real Madrid,Spain-La-Liga,SLL,35,2591,22,3,19,7.37,31,16,-,15,4,-,4,-,44,38,82,62,67,45,29,74,24,48,30,5,1,14,5,-,1,-,-,-,-,-,1638,74,35,1352,177,103,30,73,4,4,6,-,-,7,17
119,Mesut Özil,2011/2012,Real Madrid,Europe-UEFA-Champions-League,UCL,10,788,7,2,5,7.47,14,6,1,7,2,1,1,-,13,7,20,22,15,11,4,15,5,22,4,-,-,2,1,-,-,-,-,-,-,-,477,26,4,384,63,31,7,24,-,-,-,-,-,3,3
120,Mesut Özil,2010/2011,Real Madrid,Spain-La-Liga,SLL,36,2571,16,3,13,7.44,39,22,1,16,6,1,4,1,40,44,84,60,76,29,9,38,25,46,17,2,-,21,1,1,1,-,-,-,-,-,1442,61,25,1171,185,119,37,82,6,4,2,-,-,9,17
121,Mesut Özil,2010/2011,Real Madrid,Europe-UEFA-Champions-League,UCL,11,805,8,1,7,7.41,15,7,-,8,1,-,1,-,13,8,21,23,21,11,4,15,13,16,6,-,-,6,1,-,-,-,-,-,-,-,463,16,6,383,58,39,10,29,1,-,1,-,-,4,6
122,Mesut Özil,2009/2010,Werder Bremen,Germany-Bundesliga,GB,31,2601,9,2,7,7.62,67,23,3,41,9,1,8,-,70,70,140,-,89,23,22,45,25,44,23,2,-,17,-,1,-,-,-,-,-,-,1083,43,16,851,173,92,31,61,8,4,-,1,-,4,13
123,Steven Nzonzi,2017/2018,Sevilla,Spain-La-Liga,SLL,27,2216,127,103,24,6.89,22,11,2,9,1,-,-,1,3,13,16,19,13,39,10,49,28,13,31,2,-,2,34,8,2,19,-,-,-,-,1851,58,28,1571,194,13,2,11,1,-,-,-,-,1,2
124,Steven Nzonzi,2017/2018,Sevilla,Europe-UEFA-Champions-League,UCL,8,676,39,25,14,7.0,7,4,1,2,-,-,-,-,-,5,5,4,8,11,7,18,12,2,4,2,-,1,15,4,1,7,-,-,-,-,632,17,7,567,41,4,-,4,-,-,-,-,-,-,-
125,Steven Nzonzi,2016/2017,Sevilla,Spain-La-Liga,SLL,35,3067,141,105,36,7.13,32,10,2,20,2,-,2,-,11,30,41,25,29,66,21,87,37,32,38,6,-,3,50,6,3,17,-,-,-,-,2794,159,51,2353,231,20,2,18,-,-,1,-,-,2,3
126,Steven Nzonzi,2016/2017,Sevilla,Europe-UEFA-Champions-League,UCL,8,720,36,25,11,7.48,8,4,-,4,1,-,1,-,2,11,13,4,5,18,6,24,13,8,9,1,-,-,10,2,1,6,-,-,-,-,698,36,9,598,55,8,1,7,-,-,-,-,-,-,-
127,Steven Nzonzi,2015/2016,Sevilla,Spain-La-Liga,SLL,28,1847,96,69,27,6.86,19,8,3,8,3,1,1,1,3,13,16,8,15,39,5,44,41,13,32,2,1,1,36,6,3,19,-,-,-,-,924,44,38,694,148,12,1,11,1,-,-,-,-,-,1
128,Steven Nzonzi,2015/2016,Sevilla,Europe-UEFA-Europa-League,UEL,7,627,55,41,14,7.1,10,3,-,7,-,-,-,-,-,2,2,-,8,13,2,15,16,2,4,-,1,1,15,2,-,5,-,-,-,-,398,10,8,311,69,4,-,4,-,-,-,-,-,-,-
129,Steven Nzonzi,2015/2016,Sevilla,Europe-UEFA-Champions-League,UCL,5,284,15,14,1,6.82,-,-,-,-,-,-,-,-,-,3,3,-,-,7,2,9,4,2,7,1,-,-,6,-,-,2,-,-,-,-,177,6,2,148,21,3,-,3,-,-,-,-,-,-,-
130,Steven Nzonzi,2014/2015,Stoke,England-Premier-League,EPL,38,3376,157,106,51,7.01,47,33,1,13,3,-,1,2,27,47,74,47,45,72,32,104,30,27,31,2,-,5,44,4,3,19,-,-,-,-,2149,86,55,1740,268,34,2,32,-,-,-,-,-,1,1
131,Steven Nzonzi,2013/2014,Stoke,England-Premier-League,EPL,36,3041,103,78,25,6.8,31,24,-,7,2,-,1,1,13,25,38,34,38,62,22,84,35,27,45,4,1,2,27,6,2,19,-,-,-,-,2049,100,53,1686,210,33,3,30,-,-,-,-,-,1,1
132,Steven Nzonzi,2012/2013,Stoke,England-Premier-League,EPL,35,3109,156,109,47,6.76,18,11,2,5,1,-,1,-,10,19,29,25,35,69,18,87,32,32,40,9,1,1,36,10,2,-,-,-,-,-,1545,67,39,1202,237,15,1,14,-,-,-,-,-,-,-
133,Steven Nzonzi,2011/2012,Blackburn,England-Premier-League,EPL,32,2810,165,89,76,6.83,27,18,1,8,2,1,1,-,3,22,25,26,26,55,14,69,55,24,49,7,-,1,72,7,2,-,-,-,-,-,1735,129,58,1321,227,21,-,21,1,-,1,-,-,3,5
134,Steven Nzonzi,2010/2011,Blackburn,England-Premier-League,EPL,21,1268,116,67,49,6.74,19,2,2,15,1,1,-,-,4,2,6,14,4,36,7,43,28,10,21,4,1,2,61,5,3,-,-,-,-,-,553,28,27,337,161,6,1,5,-,-,-,-,-,-,-
135,Steven Nzonzi,2009/2010,Blackburn,England-Premier-League,EPL,33,2868,346,201,145,7.11,38,14,2,22,2,-,1,1,5,9,14,-,21,70,18,88,63,19,65,6,-,2,74,10,3,-,-,-,-,-,1346,84,53,834,375,18,1,17,-,-,-,-,-,-,-
136,Éver Banega,2017/2018,Sevilla,Spain-La-Liga,SLL,31,2397,25,11,14,7.08,37,28,-,9,3,-,3,-,38,83,121,34,60,71,41,112,12,51,42,9,1,2,16,1,1,22,-,-,-,-,2132,164,74,1686,208,66,15,51,2,1,-,1,-,1,3
137,Éver Banega,2017/2018,Sevilla,Europe-UEFA-Champions-League,UCL,9,792,6,3,3,7.72,11,9,-,2,1,-,-,1,8,30,38,15,18,13,16,29,6,15,7,4,-,2,2,2,-,3,-,-,-,-,932,51,25,765,91,33,11,22,2,1,-,1,-,-,2
138,Éver Banega,2016/2017,Inter,Italy-Serie-A,ISA,28,1559,14,5,9,7.16,43,30,1,12,6,-,3,3,16,41,57,25,38,42,20,62,13,23,18,2,1,1,3,1,-,10,-,-,-,-,1154,74,41,911,128,59,13,46,4,1,-,1,-,1,6
139,Éver Banega,2016/2017,Inter,Europe-UEFA-Europa-League,UEL,4,295,7,1,6,6.84,5,5,-,-,-,-,-,-,2,8,10,8,6,8,3,11,5,7,3,-,-,-,5,-,-,-,-,-,-,-,225,11,10,175,29,8,2,6,-,-,-,-,-,-,-
140,Éver Banega,2015/2016,Sevilla,Spain-La-Liga,SLL,25,1726,19,6,13,7.21,39,22,-,17,5,-,4,1,26,40,66,30,62,52,27,79,19,44,26,6,1,4,6,2,1,13,-,-,-,-,1172,111,54,861,146,44,15,29,-,-,2,1,-,-,2
141,Éver Banega,2015/2016,Sevilla,Europe-UEFA-Europa-League,UEL,8,703,3,1,2,7.47,12,10,-,2,-,-,-,-,11,25,36,3,14,13,10,23,4,14,7,4,-,1,3,1,1,3,-,-,-,-,581,43,21,440,77,18,2,16,-,-,-,-,-,1,1
142,Éver Banega,2015/2016,Sevilla,Europe-UEFA-Champions-League,UCL,5,412,4,1,3,7.24,11,7,1,3,2,-,2,-,7,18,25,6,8,4,7,11,-,4,2,1,-,-,-,-,-,2,-,-,-,-,336,35,14,249,38,4,2,2,-,-,-,-,-,-,-
143,Éver Banega,2015,Argentina,International-Copa-America,ICA,5,130,1,-,1,6.64,1,1,-,-,-,-,-,-,4,6,10,1,4,7,3,10,-,3,3,-,-,-,-,-,1,2,-,-,-,-,102,3,6,87,6,5,3,2,-,-,-,-,-,-,-
144,Éver Banega,2014/2015,Sevilla,Spain-La-Liga,SLL,34,2199,30,8,22,7.0,35,22,1,12,3,-,2,1,34,58,92,28,51,62,29,91,17,33,38,11,-,2,10,5,1,27,-,-,-,-,1499,107,62,1130,200,43,15,28,2,-,1,1,-,-,3
145,Éver Banega,2014/2015,Sevilla,Europe-UEFA-Europa-League,UEL,12,911,7,2,5,7.02,11,6,-,5,-,-,-,-,11,19,30,6,26,24,18,42,7,16,16,3,-,2,6,-,-,11,-,-,-,-,646,42,30,515,59,13,5,8,1,-,-,1,-,-,1
146,Éver Banega,2013/2014,Valencia,Spain-La-Liga,SLL,18,1156,13,4,9,6.95,19,14,-,5,1,-,1,-,38,36,74,17,29,39,18,57,14,30,13,5,-,3,6,-,-,10,-,-,-,-,847,53,17,661,116,29,8,21,2,1,-,2,-,-,3
147,Éver Banega,2013/2014,Valencia,Europe-UEFA-Europa-League,UEL,2,180,2,-,2,7.15,4,3,-,1,-,-,-,-,2,4,6,3,3,6,2,8,1,4,3,1,-,-,-,-,-,4,-,-,-,-,137,11,4,99,23,7,2,5,-,-,-,-,-,1,1
148,Éver Banega,2012/2013,Valencia,Spain-La-Liga,SLL,29,1982,30,6,24,7.14,45,30,-,15,4,-,2,2,66,69,135,45,76,54,14,68,21,68,34,7,-,2,10,-,-,-,-,-,-,-,1234,61,16,959,198,43,12,31,1,1,2,-,-,1,4
149,Éver Banega,2012/2013,Valencia,Europe-UEFA-Champions-League,UCL,5,213,4,-,4,6.58,1,1,-,-,-,-,-,-,7,4,11,2,9,10,-,10,1,6,3,1,-,-,1,-,-,-,-,-,-,-,167,10,2,138,17,4,-,4,-,-,1,-,-,-,1
150,Éver Banega,2011/2012,Valencia,Spain-La-Liga,SLL,13,1065,8,1,7,7.42,24,22,-,2,-,-,-,-,15,29,44,15,40,37,14,51,27,33,15,3,-,-,3,1,-,-,-,-,-,-,991,80,21,765,125,26,5,21,-,-,1,-,-,-,1
151,Éver Banega,2011/2012,Valencia,Europe-UEFA-Champions-League,UCL,4,279,2,-,2,6.66,7,6,-,1,-,-,-,-,4,5,9,6,10,7,5,12,2,12,4,2,-,-,1,-,1,-,-,-,-,-,264,26,5,204,29,5,3,2,-,-,-,-,-,-,-
152,Éver Banega,2010/2011,Valencia,Spain-La-Liga,SLL,28,1745,17,7,10,7.09,37,29,-,8,2,-,2,-,25,44,69,28,62,59,31,90,49,43,29,8,-,-,5,-,-,-,-,-,-,-,1532,126,33,1206,167,24,6,18,2,2,1,-,-,1,4
153,Éver Banega,2010/2011,Valencia,Europe-UEFA-Champions-League,UCL,4,300,2,1,1,7.49,4,3,-,1,-,-,-,-,5,11,16,8,7,14,3,17,12,8,4,-,-,-,2,1,-,-,-,-,-,-,327,25,9,251,42,3,1,2,-,-,-,-,-,-,-
154,Éver Banega,2009/2010,Valencia,Spain-La-Liga,SLL,36,2824,32,11,21,7.2,37,31,-,6,2,-,-,2,32,63,95,-,65,108,47,155,48,68,75,12,-,1,31,7,1,-,-,-,-,-,1896,160,46,1425,265,28,4,24,1,-,2,-,-,5,8
155,Ivan Perišic,2017/2018,Inter,Italy-Serie-A,ISA,37,3316,130,67,63,7.35,116,36,4,76,11,1,8,2,22,31,53,62,36,47,48,95,45,20,26,4,-,26,57,6,5,41,-,-,-,-,1389,44,35,1003,307,74,7,67,2,-,1,-,1,6,9
156,Ivan Perišic,2016/2017,Inter,Italy-Serie-A,ISA,36,2757,109,56,53,7.28,104,24,6,74,11,2,9,-,39,41,80,65,41,48,40,88,35,15,24,2,1,17,25,5,3,43,-,-,-,-,1216,44,51,824,297,62,8,54,2,-,-,-,1,5,8
157,Ivan Perišic,2016/2017,Inter,Europe-UEFA-Europa-League,UEL,5,197,9,4,5,6.38,3,2,1,-,-,-,-,-,-,2,2,4,1,1,3,4,8,2,1,-,-,-,2,2,1,6,-,-,-,-,78,1,6,44,27,3,1,2,-,-,-,-,-,1,1
158,Ivan Perišic,2015/2016,Inter,Italy-Serie-A,ISA,34,2409,132,67,65,6.89,68,26,11,31,7,5,2,-,34,28,62,44,23,24,22,46,28,14,21,5,-,11,24,8,7,48,-,-,-,-,1120,42,31,820,227,32,-,32,2,-,-,-,-,4,6
159,Ivan Perišic,2015/2016,Wolfsburg,Germany-Bundesliga,GB,2,164,4,2,2,7.04,3,2,-,1,1,-,1,-,1,1,2,1,1,3,1,4,-,1,1,-,-,2,1,-,1,-,-,-,-,-,78,5,1,54,18,3,1,2,-,-,-,-,-,-,-
160,Ivan Perišic,2014/2015,Wolfsburg,Germany-Bundesliga,GB,24,1736,133,64,69,7.15,43,11,5,27,5,2,2,1,16,24,40,34,14,23,22,45,25,9,26,4,-,5,29,6,1,7,-,-,-,-,682,46,26,446,164,26,5,21,-,-,1,-,-,3,4
161,Ivan Perišic,2014/2015,Wolfsburg,Europe-UEFA-Europa-League,UEL,9,512,25,11,14,6.89,27,11,1,15,1,-,1,-,5,4,9,7,7,9,7,16,16,4,3,2,-,3,10,1,1,6,-,-,-,-,197,10,3,140,44,10,1,9,-,-,-,-,-,2,2
162,Ivan Perišic,2016,Croatia,International-European-Championship,UEC,4,357,18,12,6,7.66,12,2,1,9,2,-,2,-,4,5,9,8,4,6,2,8,7,2,6,1,-,-,1,1,-,2,-,-,-,-,106,6,2,69,29,3,-,3,1,-,-,-,-,-,1
163,Ivan Perišic,2013/2014,Wolfsburg,Germany-Bundesliga,GB,33,2214,175,96,79,7.17,70,22,4,44,10,4,4,2,24,44,68,27,31,37,42,79,25,14,24,4,-,16,14,4,8,22,-,-,-,-,862,72,29,546,215,28,6,22,2,-,-,-,-,2,4
164,Ivan Perišic,2014,Croatia,International-FIFA-World-Cup,WC,3,258,12,5,7,7.62,11,4,-,7,2,-,2,-,1,3,4,1,2,3,5,8,2,5,3,-,-,-,4,-,2,2,-,-,-,-,58,5,1,38,14,5,3,2,-,-,1,-,-,-,1
165,Ivan Perišic,2012/2013,Wolfsburg,Germany-Bundesliga,GB,11,548,21,11,10,6.74,19,10,1,8,2,1,-,1,7,10,17,5,11,10,6,16,8,4,5,1,-,-,7,1,4,-,-,-,-,-,196,17,8,138,33,7,3,4,1,-,-,-,-,-,1
166,Ivan Perišic,2012/2013,Borussia Dort..,Germany-Bundesliga,GB,14,519,19,11,8,6.53,12,7,1,4,2,-,2,-,11,3,14,7,5,13,6,19,8,5,9,1,-,1,10,-,-,-,-,-,-,-,223,16,6,159,42,4,1,3,-,-,-,-,-,-,-
167,Ivan Perišic,2012/2013,Borussia Dort..,Europe-UEFA-Champions-League,UCL,5,145,3,1,2,6.37,7,5,-,2,-,-,-,-,1,1,2,-,1,4,2,6,2,2,2,-,-,-,3,-,-,-,-,-,-,-,75,6,2,58,9,2,1,1,-,-,-,-,-,-,-
168,Ivan Perišic,2012,Croatia,International-European-Championship,UEC,3,182,4,1,3,6.85,5,2,-,3,-,-,-,-,-,-,-,4,-,4,1,5,4,1,3,-,-,-,3,2,2,-,-,-,-,-,67,4,-,51,12,2,-,2,1,-,-,-,-,-,1
169,Ivan Perišic,2011/2012,Borussia Dort..,Germany-Bundesliga,GB,28,992,36,20,16,6.94,40,15,-,25,7,-,7,-,15,22,37,16,14,28,9,37,22,13,14,1,1,7,10,1,-,-,-,-,-,-,475,28,7,373,67,14,3,11,2,-,-,-,-,1,3
170,Ivan Perišic,2011/2012,Borussia Dort..,Europe-UEFA-Champions-League,UCL,6,320,10,2,8,6.63,8,3,-,5,1,-,-,1,3,5,8,6,8,8,3,11,3,3,7,1,-,-,2,3,1,-,-,-,-,-,146,8,2,108,28,4,-,4,-,-,-,-,-,-,-
171,Toni Kroos,2017/2018,Real Madrid,Spain-La-Liga,SLL,27,2268,18,11,7,7.47,41,28,-,13,5,-,2,3,8,24,32,19,14,55,37,92,16,38,21,4,-,2,7,2,3,19,-,-,-,-,2070,167,23,1760,120,64,19,45,3,3,2,-,-,2,7
172,Toni Kroos,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,12,953,8,2,6,7.01,8,7,-,1,-,-,-,-,-,2,2,8,2,19,13,32,7,18,10,-,-,2,-,-,-,10,-,-,-,-,866,80,11,733,42,24,7,17,-,-,1,-,-,-,1
173,Toni Kroos,2016/2017,Real Madrid,Spain-La-Liga,SLL,29,2501,25,11,14,7.67,33,25,-,8,3,-,2,1,7,28,35,10,14,74,43,117,31,34,26,6,-,-,10,3,-,10,-,-,-,-,2071,235,43,1675,118,80,29,51,8,5,-,3,-,4,12
174,Toni Kroos,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1003,12,10,2,7.21,10,6,-,4,1,-,1,-,1,5,6,12,8,23,18,41,13,21,9,3,-,-,3,2,-,10,-,-,-,-,840,84,14,701,41,32,13,19,1,1,-,-,-,-,1
175,Toni Kroos,2015/2016,Real Madrid,Spain-La-Liga,SLL,32,2745,24,10,14,7.33,20,19,-,1,1,-,1,-,8,25,33,14,14,64,53,117,40,47,34,3,-,-,11,2,1,27,-,-,-,-,2425,233,29,2044,119,57,25,32,6,4,-,2,-,4,10
176,Toni Kroos,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,12,995,6,3,3,7.36,14,12,-,2,-,-,-,-,1,8,9,3,6,27,17,44,11,12,9,-,-,1,2,1,1,7,-,-,-,-,958,63,11,843,41,30,9,21,1,1,-,-,-,-,1
177,Toni Kroos,2014/2015,Real Madrid,Spain-La-Liga,SLL,36,3064,33,15,18,7.42,34,30,-,4,2,-,1,1,4,20,24,20,27,95,60,155,31,71,33,6,-,3,10,6,3,28,-,-,-,-,2353,208,45,1962,138,71,38,33,4,3,1,-,-,2,7
178,Toni Kroos,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,12,969,2,2,-,7.33,14,12,-,2,-,-,-,-,3,5,8,2,10,31,29,60,14,7,8,2,-,-,5,-,1,13,-,-,-,-,852,117,11,693,31,22,8,14,3,2,-,-,-,-,3
179,Toni Kroos,2016,Germany,International-European-Championship,UEC,6,540,13,8,5,7.75,15,12,-,3,-,-,-,-,2,15,17,2,5,9,17,26,3,10,5,-,-,-,1,-,-,8,-,-,-,-,604,53,11,504,36,16,4,12,1,-,-,1,-,-,1
180,Toni Kroos,2013/2014,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,986,11,4,7,7.45,32,27,-,5,1,-,-,1,-,7,7,8,4,27,11,38,8,16,14,1,-,1,6,3,-,9,-,-,-,-,1145,128,11,951,55,21,7,14,-,-,-,-,-,2,2
181,Toni Kroos,2013/2014,Bayern Munich,Germany-Bundesliga,GB,29,2072,41,22,19,7.34,52,38,-,14,2,-,2,-,6,39,45,20,19,52,32,84,16,35,29,6,-,-,6,1,-,11,-,-,-,-,2192,249,46,1765,132,39,23,16,1,-,-,1,-,3,4
182,Toni Kroos,2014,Germany,International-FIFA-World-Cup,WC,7,630,6,-,6,7.65,16,14,-,2,2,-,2,-,4,4,8,3,8,14,7,21,3,11,6,-,-,-,3,-,-,4,-,-,-,-,559,64,11,443,41,14,8,6,3,2,-,1,-,-,3
183,Toni Kroos,2012/2013,Bayern Munich,Germany-Bundesliga,GB,24,1926,25,12,13,7.69,53,29,-,24,6,-,4,2,19,24,43,22,31,37,26,63,14,46,21,2,-,6,3,-,-,-,-,-,-,-,1266,91,21,1045,109,68,30,38,2,1,-,1,-,5,8
