,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Aerial_Duels,Won,Lost,Rating,Total_Shots,OutOfBox,SixYardBox,PenaltyArea,Total_Goals,SixYardBox_Goals,PenaltyArea_Goals,OutOfBox_Goals,Unsuccessful,Successful,Total_Dribbles,UnsuccessfulTouches,Dispossessed,TotalTackles,DribbledPast,TotalAttemptedTackles,Total_Interceptions,Fouled,Fouls,Yellow,Red,CaughtOffside,Total_Clearances,ShotsBlocked,CrossesBlocked,PassesBlocked,Total_Saves,Saves_In_SixYardBox,Saves_In_PenaltyArea,Saves_From_OutOfBox,Total_Passes,AccLB,InAccLB,AccSP,InAccSP,Total_Key_Passes,Long,Short,Cross,Corner,Throughball,Freekick,Throwin,Other,Total_Assists
1668,Ángel Di María,2015/2016,Paris Saint G..,Europe-UEFA-Champions-League,UCL,10,765,1,-,1,7.61,27,16,1,10,3,1,2,-,16,30,46,16,18,4,12,16,4,11,3,-,-,4,-,-,1,8,-,-,-,-,553,32,13,434,74,20,5,15,1,-,1,-,-,-,2
1669,Ángel Di María,2015/2016,Paris Saint G..,France-Ligue-1,FL1,29,2134,2,-,2,7.94,69,33,2,34,10,2,4,4,41,55,96,54,49,12,35,47,19,28,5,-,-,13,1,1,1,29,-,-,-,-,1542,101,43,1141,257,99,28,71,7,-,3,2,-,8,18
1670,Ángel Di María,2015,Argentina,International-Copa-America,ICA,6,469,-,-,-,7.9,12,5,-,7,2,-,2,-,14,13,27,13,7,13,6,19,2,10,2,-,-,4,1,-,-,4,-,-,-,-,201,15,3,151,32,13,4,9,1,-,-,-,-,1,2
1671,Ángel Di María,2014/2015,Manchester Un..,England-Premier-League,EPL,27,1645,3,-,3,7.0,61,41,-,20,3,-,2,1,64,45,109,31,32,14,14,28,17,22,5,1,-,5,2,1,2,21,-,-,-,-,844,67,51,590,136,52,10,42,2,-,-,-,-,8,10
1672,Ángel Di María,2013/2014,Real Madrid,Spain-La-Liga,SLL,34,2384,8,-,8,7.46,62,44,1,17,4,-,2,2,49,48,97,40,26,43,41,84,19,30,25,6,-,1,5,2,1,30,-,-,-,-,1359,113,39,1003,204,90,35,55,10,2,1,2,-,6,17
1673,Ángel Di María,2013/2014,Real Madrid,Europe-UEFA-Champions-League,UCL,11,794,3,1,2,7.51,19,8,-,11,3,-,2,1,19,18,37,12,16,11,18,29,10,5,7,1,-,5,2,-,-,21,-,-,-,-,385,38,12,268,67,19,8,11,2,-,1,-,-,2,5
1674,Ángel Di María,2014,Argentina,International-FIFA-World-Cup,WC,5,393,-,-,-,7.48,18,12,-,6,-,-,-,-,9,21,30,14,11,7,10,17,-,9,2,-,-,-,1,-,1,5,-,-,-,-,231,18,6,163,44,8,7,1,-,-,-,-,-,-,-
1675,Ángel Di María,2012/2013,Real Madrid,Spain-La-Liga,SLL,32,1985,3,1,2,6.92,62,36,3,23,7,2,4,1,45,30,75,45,36,25,17,42,25,38,15,3,1,3,2,-,2,-,-,-,-,-,958,75,40,613,230,45,9,36,2,-,-,-,-,4,6
1676,Ángel Di María,2012/2013,Real Madrid,Europe-UEFA-Champions-League,UCL,11,799,-,-,-,7.12,28,18,1,9,-,-,-,-,26,19,45,12,23,17,12,29,8,13,8,-,-,1,4,-,-,-,-,-,-,-,405,31,20,271,83,27,8,19,2,-,-,-,-,2,4
1677,Ángel Di María,2011/2012,Real Madrid,Spain-La-Liga,SLL,23,1351,-,-,-,7.4,49,33,-,16,5,-,4,1,25,23,48,36,33,29,19,48,23,37,19,5,1,1,1,1,-,-,-,-,-,-,646,49,26,434,137,43,12,31,4,-,8,-,-,3,15
1678,Ángel Di María,2011/2012,Real Madrid,Europe-UEFA-Champions-League,UCL,7,456,-,-,-,7.26,14,9,-,5,2,-,1,1,11,9,20,8,13,16,3,19,7,10,5,1,-,1,-,-,-,-,-,-,-,-,230,19,8,161,42,12,4,8,-,-,-,-,-,1,1
1679,Ángel Di María,2010/2011,Real Madrid,Spain-La-Liga,SLL,35,2329,3,-,3,7.49,75,44,-,31,6,-,6,-,66,67,133,57,60,44,23,67,35,67,34,6,-,14,4,-,2,-,-,-,-,-,1022,75,42,700,205,71,25,46,1,-,3,-,-,7,11
1680,Ángel Di María,2010/2011,Real Madrid,Europe-UEFA-Champions-League,UCL,10,724,1,-,1,7.44,26,10,1,15,3,-,3,-,19,18,37,13,16,13,10,23,15,10,3,2,-,6,1,1,-,-,-,-,-,-,273,13,11,186,63,15,2,13,-,-,2,-,-,1,3
1681,Nikita Rukavytsya,2012/2013,Mainz 05,Germany-Bundesliga,GB,8,443,19,4,15,6.26,4,-,1,3,-,-,-,-,7,-,7,7,7,5,5,10,4,5,2,-,-,7,1,-,1,-,-,-,-,-,104,1,1,79,23,2,1,1,-,-,-,-,-,-,-
1682,Nikita Rukavytsya,2011/2012,Hertha Berlin,Germany-Bundesliga,GB,24,1367,21,3,18,6.43,14,5,-,9,1,-,1,-,24,12,36,15,18,20,15,35,24,10,8,-,-,9,6,-,-,-,-,-,-,-,408,9,13,288,98,17,6,11,1,-,-,-,-,1,2
1683,Ivan Rakitic,2017/2018,Barcelona,Spain-La-Liga,SLL,35,2839,49,25,24,7.12,28,19,1,8,1,-,1,-,8,26,34,30,24,52,30,82,44,46,33,4,-,3,14,7,2,35,-,-,-,-,2495,143,56,2110,186,29,10,19,3,1,1,-,-,1,5
1684,Ivan Rakitic,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,10,758,11,5,6,6.95,5,3,-,2,1,-,1,-,3,4,7,7,2,13,12,25,16,8,10,1,-,-,2,1,-,4,-,-,-,-,746,41,15,638,52,8,5,3,-,-,-,-,-,-,-
1685,Ivan Rakitic,2016/2017,Barcelona,Spain-La-Liga,SLL,32,2345,53,29,24,7.18,48,20,3,25,8,2,5,1,15,23,38,35,37,52,27,79,34,41,29,5,-,3,12,2,2,20,-,-,-,-,1553,85,37,1248,183,26,9,17,2,-,-,-,-,3,5
1686,Ivan Rakitic,2016/2017,Barcelona,Europe-UEFA-Champions-League,UCL,9,595,16,4,12,6.47,8,3,-,5,-,-,-,-,10,4,14,11,9,12,11,23,3,13,13,4,-,-,4,1,-,5,-,-,-,-,317,18,8,255,36,6,-,6,-,-,-,-,-,-,-
1687,Ivan Rakitic,2015/2016,Barcelona,Spain-La-Liga,SLL,36,2581,56,33,23,7.17,45,20,3,22,7,1,5,1,12,13,25,32,17,63,35,98,51,50,39,3,-,4,18,2,2,25,-,-,-,-,1776,109,29,1455,183,33,12,21,2,2,-,-,-,-,2
1688,Ivan Rakitic,2015/2016,Barcelona,Europe-UEFA-Champions-League,UCL,10,700,17,10,7,7.04,12,8,-,4,2,-,1,1,1,4,5,4,8,18,14,32,13,10,11,1,-,-,2,3,-,8,-,-,-,-,531,22,9,436,64,8,-,8,-,-,1,-,-,1,2
1689,Ivan Rakitic,2014/2015,Barcelona,Spain-La-Liga,SLL,32,2037,51,22,29,7.11,34,21,3,10,5,3,1,1,13,7,20,20,18,38,14,52,28,29,19,1,-,3,14,4,1,34,-,-,-,-,1729,78,27,1489,135,35,12,23,3,3,3,-,-,1,7
1690,Ivan Rakitic,2014/2015,Barcelona,Europe-UEFA-Champions-League,UCL,12,886,16,6,10,6.99,16,10,-,6,2,-,2,-,9,8,17,7,8,17,15,32,12,12,9,2,-,1,5,1,1,15,-,-,-,-,645,21,8,554,62,13,3,10,-,-,-,-,-,1,1
1691,Ivan Rakitic,2016,Croatia,International-European-Championship,UEC,4,359,14,4,10,7.31,8,4,-,4,1,-,1,-,7,7,14,11,5,5,2,7,1,9,6,-,-,-,1,-,-,5,-,-,-,-,118,2,3,84,29,13,1,12,-,-,-,-,-,-,-
1692,Ivan Rakitic,2013/2014,Sevilla,Spain-La-Liga,SLL,33,2676,71,41,30,7.61,76,44,2,30,11,1,8,2,33,27,60,23,27,55,23,78,61,62,27,7,-,4,26,6,3,29,-,-,-,-,1670,163,72,1162,273,75,34,41,5,2,2,5,-,1,10
1693,Ivan Rakitic,2013/2014,Sevilla,Europe-UEFA-Europa-League,UEL,14,1120,38,20,18,7.23,27,21,-,6,1,-,1,-,18,13,31,17,22,17,12,29,15,29,10,-,-,4,12,6,1,11,-,-,-,-,769,70,47,533,119,30,14,16,1,1,-,-,-,1,2
1694,Ivan Rakitic,2014,Croatia,International-FIFA-World-Cup,WC,3,270,4,1,3,7.07,1,1,-,-,-,-,-,-,-,1,1,3,2,4,5,9,8,-,3,1,-,-,4,3,1,4,-,-,-,-,169,25,4,121,19,4,2,2,-,-,-,-,-,1,1
1695,Ivan Rakitic,2012/2013,Sevilla,Spain-La-Liga,SLL,34,2967,75,34,41,7.41,61,29,3,30,9,2,6,1,36,21,57,34,42,52,24,76,32,50,40,8,2,9,40,7,-,-,-,-,-,-,1705,137,74,1205,289,100,45,55,7,2,1,2,-,2,10
1696,Ivan Rakitic,2012,Croatia,International-European-Championship,UEC,3,270,4,2,2,6.71,6,2,-,4,-,-,-,-,4,1,5,4,4,5,7,12,7,3,7,1,-,-,1,-,-,-,-,-,-,-,123,11,3,87,22,4,3,1,-,-,-,-,-,-,-
1697,Ivan Rakitic,2011/2012,Sevilla,Spain-La-Liga,SLL,36,1917,38,17,21,6.8,34,24,-,10,-,-,-,-,15,12,27,30,36,36,25,61,71,39,25,4,-,-,15,4,1,-,-,-,-,-,1139,116,52,819,152,73,22,51,3,2,1,-,-,2,6
1698,Ivan Rakitic,2010/2011,Sevilla,Spain-La-Liga,SLL,13,1098,19,10,9,7.53,25,16,-,10,6,-,5,1,11,11,22,21,21,28,12,40,27,8,14,1,-,1,7,2,3,-,-,-,-,-,704,56,29,510,109,24,8,16,1,-,1,1,-,-,2
1699,Ivan Rakitic,2010/2011,Schalke 04,Germany-Bundesliga,GB,16,1216,11,8,3,7.08,22,17,-,5,1,-,1,-,13,12,25,19,16,36,18,54,22,18,16,-,-,1,9,1,1,-,-,-,-,-,822,92,37,584,109,24,9,15,2,-,-,2,-,-,3
1700,Ivan Rakitic,2010/2011,Schalke 04,Europe-UEFA-Champions-League,UCL,5,358,4,3,1,7.13,8,6,-,2,-,-,-,-,6,-,6,5,1,6,2,8,16,6,7,2,-,1,6,-,1,-,-,-,-,-,219,15,10,161,33,7,2,5,-,-,-,-,-,2,2
1701,Ivan Rakitic,2009/2010,Schalke 04,Germany-Bundesliga,GB,29,2131,25,9,16,7.03,35,23,-,12,7,-,5,2,22,15,37,-,39,48,21,69,27,33,44,3,-,1,12,2,3,-,-,-,-,-,1121,163,66,729,163,43,16,27,1,1,-,-,-,1,2
1702,Juan Cuadrado,2017/2018,Juventus,Italy-Serie-A,ISA,21,1359,19,9,10,7.28,27,10,4,13,4,1,3,-,11,31,42,30,19,28,16,44,19,51,11,5,-,3,11,-,4,14,-,-,-,-,754,70,15,601,68,39,8,31,2,-,-,-,-,4,6
1703,Juan Cuadrado,2017/2018,Juventus,Europe-UEFA-Champions-League,UCL,6,411,8,3,5,7.06,5,3,1,1,1,1,-,-,6,9,15,9,11,17,7,24,5,13,13,1,-,-,5,-,-,2,-,-,-,-,218,18,6,164,30,8,-,8,-,-,1,-,-,-,1
1704,Juan Cuadrado,2016/2017,Juventus,Italy-Serie-A,ISA,30,2099,39,8,31,7.12,36,16,2,18,2,1,-,1,30,46,76,45,40,47,28,75,28,81,40,8,-,5,16,-,5,23,-,-,-,-,1144,49,29,931,135,47,7,40,4,-,1,1,-,1,6
1705,Juan Cuadrado,2016/2017,Juventus,Europe-UEFA-Champions-League,UCL,12,586,10,3,7,6.7,13,4,-,9,1,-,1,-,9,18,27,9,11,9,8,17,3,24,9,2,1,-,1,2,2,7,-,-,-,-,266,19,8,210,29,15,2,13,-,-,-,-,-,1,1
1706,Juan Cuadrado,2015/2016,Juventus,Italy-Serie-A,ISA,28,1710,22,11,11,7.29,36,17,1,18,4,1,3,-,37,71,108,28,34,36,22,58,23,87,34,2,-,4,9,1,2,33,-,-,-,-,905,36,15,746,108,44,7,37,1,1,-,-,-,4,5
1707,Juan Cuadrado,2015/2016,Juventus,Europe-UEFA-Champions-League,UCL,8,469,7,4,3,6.98,11,4,1,6,1,-,1,-,10,10,20,8,2,12,13,25,8,16,6,1,-,1,3,-,-,10,-,-,-,-,169,9,4,134,22,14,2,12,-,-,-,-,-,-,-
1708,Juan Cuadrado,2015/2016,Chelsea,England-Premier-League,EPL,1,26,1,-,1,6.36,1,-,-,1,-,-,-,-,1,1,2,-,-,-,-,-,1,2,-,-,-,-,1,-,-,2,-,-,-,-,9,1,-,8,-,-,-,-,-,-,-,-,-,-,-
1709,Juan Cuadrado,2015,Colombia,International-Copa-America,ICA,4,360,8,1,7,7.07,7,4,-,3,-,-,-,-,6,3,9,11,8,20,8,28,5,12,9,1,-,-,2,1,3,3,-,-,-,-,147,11,9,105,22,8,3,5,-,-,-,-,-,-,-
1710,Juan Cuadrado,2014/2015,Fiorentina,Italy-Serie-A,ISA,17,1450,22,7,15,7.52,53,30,4,19,4,2,1,1,37,43,80,34,31,20,13,33,16,87,23,5,-,3,3,1,2,8,-,-,-,-,682,37,14,556,75,36,1,35,-,-,-,-,-,4,4
1711,Juan Cuadrado,2014/2015,Chelsea,Europe-UEFA-Champions-League,UCL,1,11,-,-,-,5.99,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
1712,Juan Cuadrado,2014/2015,Fiorentina,Europe-UEFA-Europa-League,UEL,5,255,3,-,3,6.83,8,6,-,2,1,-,1,-,6,7,13,10,5,2,1,3,1,9,3,-,-,-,1,-,-,3,-,-,-,-,168,8,2,135,23,6,1,5,-,-,-,-,-,-,-
1713,Juan Cuadrado,2014/2015,Chelsea,England-Premier-League,EPL,12,312,6,2,4,6.37,8,1,1,6,-,-,-,-,9,5,14,3,12,12,8,20,5,10,5,2,-,-,2,-,2,7,-,-,-,-,185,5,4,163,13,6,2,4,-,-,-,-,-,-,-
1714,Juan Cuadrado,2013/2014,Fiorentina,Italy-Serie-A,ISA,32,2702,41,12,29,7.71,96,55,1,40,11,1,7,3,107,118,225,63,64,57,33,90,24,117,40,8,1,2,17,1,5,20,-,-,-,-,1274,65,23,1026,160,62,5,57,-,-,1,-,-,4,5
1715,Juan Cuadrado,2013/2014,Fiorentina,Europe-UEFA-Europa-League,UEL,6,397,6,3,3,8.0,14,6,-,8,2,-,1,1,19,29,48,8,10,8,1,9,5,15,4,3,-,1,2,-,1,2,-,-,-,-,209,10,10,152,37,6,1,5,2,-,1,-,-,-,3
1716,Juan Cuadrado,2014,Colombia,International-FIFA-World-Cup,WC,5,387,7,3,4,7.57,10,6,-,4,1,-,1,-,8,8,16,5,12,7,8,15,5,18,9,-,-,-,4,-,3,2,-,-,-,-,128,7,3,102,16,8,1,7,1,1,-,-,-,3,4
1717,Juan Cuadrado,2012/2013,Fiorentina,Italy-Serie-A,ISA,36,2967,35,10,25,7.57,67,34,4,29,5,1,2,2,125,119,244,52,54,90,26,116,35,108,51,11,-,4,24,1,8,-,-,-,-,-,1218,59,19,972,168,55,8,47,2,-,1,-,-,3,6
1718,Juan Cuadrado,2011/2012,Lecce,Italy-Serie-A,ISA,33,2707,69,31,38,7.44,59,30,-,29,3,-,3,-,118,112,230,52,65,112,39,151,60,105,67,8,1,5,46,5,12,-,-,-,-,-,1165,59,44,875,187,40,13,27,1,-,-,-,1,-,2
1719,Juan Cuadrado,2010/2011,Udinese,Italy-Serie-A,ISA,9,341,4,1,3,6.53,3,-,1,2,-,-,-,-,5,6,11,3,8,14,6,20,7,12,10,3,-,3,7,-,4,-,-,-,-,-,139,2,5,107,25,5,2,3,-,-,-,-,-,-,-
1720,Juan Cuadrado,2009/2010,Udinese,Italy-Serie-A,ISA,11,454,3,1,2,6.69,5,3,-,2,-,-,-,-,15,14,29,-,4,28,10,38,9,12,16,1,-,-,14,2,1,-,-,-,-,-,203,13,6,161,23,5,1,4,-,-,-,-,-,-,-
1721,Marcelo,2017/2018,Real Madrid,Spain-La-Liga,SLL,28,2262,35,9,26,7.07,33,15,-,18,2,-,2,-,29,33,62,40,18,53,36,89,30,41,26,3,1,3,15,2,8,24,-,-,-,-,1608,96,84,1264,164,57,8,49,2,-,-,-,-,4,6
1722,Marcelo,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,11,958,11,5,6,7.29,10,5,1,4,3,1,1,1,8,10,18,8,3,17,17,34,15,14,8,1,-,-,11,2,-,11,-,-,-,-,691,35,37,535,84,20,4,16,3,-,-,-,-,1,4
1723,Marcelo,2016/2017,Real Madrid,Spain-La-Liga,SLL,30,2277,21,8,13,7.17,25,13,1,11,2,-,2,-,22,43,65,31,26,44,39,83,40,27,18,2,-,2,28,3,9,10,-,-,-,-,1437,98,93,1074,172,44,6,38,5,-,1,-,-,4,10
1724,Marcelo,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,11,971,10,4,6,7.31,15,8,-,7,-,-,-,-,6,25,31,12,6,24,13,37,23,6,6,1,-,1,14,2,3,13,-,-,-,-,629,42,29,483,75,21,6,15,-,-,-,-,-,1,1
1725,Marcelo,2015/2016,Real Madrid,Spain-La-Liga,SLL,30,2474,14,5,9,7.44,19,7,1,11,2,1,1,-,42,56,98,25,20,75,33,108,54,34,16,2,-,3,26,5,13,25,-,-,-,-,1742,105,85,1364,188,51,8,43,2,1,-,-,-,1,3
1726,Marcelo,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,11,880,10,1,9,7.1,15,7,-,8,-,-,-,-,12,21,33,9,7,12,11,23,17,13,4,-,-,3,11,2,1,11,-,-,-,-,535,18,26,439,52,13,2,11,-,-,-,-,-,1,1
1727,Marcelo,2014/2015,Real Madrid,Spain-La-Liga,SLL,34,2931,29,6,23,7.39,25,12,-,13,2,-,2,-,39,56,95,30,19,79,41,120,43,39,21,9,-,4,53,3,26,38,-,-,-,-,1895,113,89,1470,223,50,10,40,4,-,1,-,-,2,7
1728,Marcelo,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,11,779,11,3,8,7.56,8,6,-,2,1,-,-,1,7,29,36,8,2,24,10,34,17,17,7,4,-,-,7,1,4,14,-,-,-,-,601,31,33,489,48,19,4,15,2,-,-,-,-,-,2
1729,Marcelo,2013/2014,Real Madrid,Spain-La-Liga,SLL,28,2176,39,16,23,7.28,28,18,-,10,1,-,1,-,28,35,63,22,17,71,15,86,37,21,20,3,-,8,42,2,18,22,-,-,-,-,1281,56,34,1033,158,45,9,36,2,-,-,-,-,4,6
1730,Marcelo,2013/2014,Real Madrid,Europe-UEFA-Champions-League,UCL,7,555,13,5,8,7.39,3,3,-,-,-,-,-,-,8,10,18,9,5,15,7,22,11,9,3,1,-,-,11,4,7,9,-,-,-,-,356,17,11,284,44,14,3,11,-,-,-,-,-,-,-
1731,Marcelo,2014,Brazil,International-FIFA-World-Cup,WC,6,540,12,2,10,7.03,8,8,-,1,1,-,1,-,4,12,16,4,-,16,4,20,12,11,9,-,-,-,10,1,1,9,-,-,-,-,271,12,11,214,34,9,1,8,-,-,-,-,-,2,2
1732,Marcelo,2013,Brazil,International-Confederations-Cup,ICC,5,450,5,3,2,7.31,4,2,-,2,-,-,-,-,8,11,19,5,-,10,8,18,10,7,6,1,-,-,11,1,1,-,-,-,-,-,222,9,12,170,31,4,-,4,-,-,-,-,-,1,1
1733,Marcelo,2012/2013,Real Madrid,Spain-La-Liga,SLL,14,1070,22,8,14,7.02,12,6,-,6,-,-,-,-,13,15,28,11,22,26,5,31,28,13,7,2,-,1,13,2,5,-,-,-,-,-,580,34,32,445,69,18,7,11,-,-,-,-,-,-,-
1734,Marcelo,2012/2013,Real Madrid,Europe-UEFA-Champions-League,UCL,2,180,-,-,-,7.49,6,4,-,2,1,-,-,1,-,3,3,-,1,-,1,1,4,3,2,-,-,-,-,-,-,-,-,-,-,-,119,8,3,90,18,3,1,2,-,-,-,-,-,1,1
1735,Marcelo,2011/2012,Real Madrid,Spain-La-Liga,SLL,32,2719,20,8,12,7.51,29,16,-,13,3,-,3,-,38,65,103,36,46,79,44,123,77,58,21,3,-,-,51,9,10,-,-,-,-,-,1779,97,68,1379,235,45,5,40,2,-,-,-,-,3,5
1736,Marcelo,2011/2012,Real Madrid,Europe-UEFA-Champions-League,UCL,7,436,4,2,2,7.11,3,1,-,2,-,-,-,-,7,11,18,7,10,13,4,17,8,9,6,1,1,1,5,1,-,-,-,-,-,-,339,24,9,260,46,9,1,8,-,-,-,-,-,3,3
1737,Marcelo,2010/2011,Real Madrid,Spain-La-Liga,SLL,32,2738,41,19,22,7.72,26,14,-,12,3,-,3,-,43,74,117,33,39,110,42,152,118,37,34,7,-,6,63,4,26,-,-,-,-,-,1502,88,90,1106,218,29,4,25,1,-,1,-,-,2,4
1738,Marcelo,2010/2011,Real Madrid,Europe-UEFA-Champions-League,UCL,12,992,10,5,5,7.71,17,10,-,7,2,-,2,-,23,27,50,8,21,29,15,44,36,20,12,1,-,-,20,3,2,-,-,-,-,-,566,18,21,445,82,19,3,16,1,-,-,-,-,1,2
1739,Marcelo,2009/2010,Real Madrid,Spain-La-Liga,SLL,35,3001,33,13,20,7.68,55,31,-,24,4,-,3,1,57,66,123,-,54,101,32,133,87,63,37,5,-,4,69,3,15,-,-,-,-,-,1558,69,68,1193,228,51,5,46,2,-,4,-,-,3,9
1740,Marcelo,2009/2010,Real Madrid,Europe-UEFA-Champions-League,UCL,6,496,5,2,3,7.65,11,8,-,3,-,-,-,-,18,16,34,-,11,21,6,27,21,7,6,3,-,-,7,1,-,-,-,-,-,-,243,11,9,182,41,10,-,10,-,-,-,-,-,-,-
1741,Mike Jensen,2017/2018,Rosenborg,Europe-UEFA-Europa-League,UEL,5,450,2,-,2,6.04,2,2,-,-,-,-,-,-,2,2,4,5,1,3,4,7,5,2,7,-,-,-,1,-,-,3,-,-,-,-,213,8,18,162,25,2,-,2,-,-,-,-,-,-,-
1742,Mike Jensen,2017,Rosenborg,Norway-Eliteserien,NE,29,2318,33,13,20,6.92,45,31,1,13,1,-,1,-,9,24,33,37,32,33,14,47,22,53,39,3,-,2,7,8,5,24,-,-,-,-,1101,90,69,746,196,35,8,27,-,-,2,-,-,6,8
1743,Mike Jensen,2016,Rosenborg,Norway-Eliteserien,NE,28,2352,25,7,18,7.31,82,48,-,34,8,-,6,2,15,16,31,33,34,36,12,48,21,52,40,3,-,1,16,5,7,19,-,-,-,-,1175,61,62,874,178,49,14,35,2,1,-,-,-,2,4
1744,Mike Jensen,2015/2016,Rosenborg,Europe-UEFA-Europa-League,UEL,6,469,-,-,-,6.73,9,7,-,2,-,-,-,-,2,8,10,8,8,11,5,16,5,14,10,2,-,-,1,-,1,2,-,-,-,-,208,17,13,150,28,10,2,8,-,-,1,-,-,-,1
1745,Ahmed El mohamady,2017/2018,Aston Villa,England-Championship,EC,45,3342,143,80,63,6.81,11,1,-,10,-,-,-,-,22,19,41,15,21,47,29,76,51,20,26,2,-,2,108,8,15,20,-,-,-,-,1905,104,230,1293,278,31,6,25,4,-,-,-,-,1,5
1746,Ahmed El mohamady,2016/2017,Hull,England-Premier-League,EPL,33,2520,97,59,38,6.58,9,5,-,4,-,-,-,-,8,11,19,18,19,42,21,63,48,13,22,3,1,1,90,8,18,15,-,-,-,-,1372,70,135,987,180,26,6,20,1,-,-,-,-,1,2
1747,Ahmed El mohamady,2015/2016,Hull,England-Championship,EC,44,3144,305,149,156,7.02,26,7,4,15,3,3,-,-,21,24,45,46,46,47,24,71,55,33,24,1,-,8,48,-,6,29,-,-,-,-,1746,64,102,1240,340,75,10,65,1,-,1,-,-,4,6
1748,Ahmed El mohamady,2014/2015,Hull,England-Premier-League,EPL,38,3420,245,124,121,7.17,16,2,1,13,2,-,2,-,21,32,53,26,36,68,19,87,65,50,39,4,-,2,100,4,8,31,-,-,-,-,1583,72,141,1097,273,64,16,48,4,-,-,-,-,1,5
1749,Ahmed El mohamady,2013/2014,Hull,England-Premier-League,EPL,38,3330,147,74,73,7.0,19,7,1,11,2,-,2,-,31,42,73,29,27,67,18,85,70,29,34,3,-,3,69,3,10,28,-,-,-,-,1749,83,113,1289,264,42,22,20,1,-,-,-,-,1,2
1750,Ahmed El mohamady,2012/2013,Sunderland,England-Premier-League,EPL,2,22,4,2,2,6.19,-,-,-,-,-,-,-,-,2,-,2,-,-,1,1,2,2,-,1,-,-,-,1,-,-,-,-,-,-,-,10,1,-,6,3,-,-,-,-,-,-,-,-,-,-
1751,Ahmed El mohamady,2011/2012,Sunderland,England-Premier-League,EPL,18,773,54,22,32,6.5,9,3,1,5,1,-,1,-,20,9,29,7,12,18,1,19,11,9,11,-,-,3,9,1,2,-,-,-,-,-,338,11,15,227,85,11,4,7,1,-,-,-,-,-,1
1752,Ahmed El mohamady,2010/2011,Sunderland,England-Premier-League,EPL,36,2455,257,134,123,6.85,28,15,-,13,-,-,-,-,42,27,69,23,18,52,6,58,37,16,33,1,-,2,50,3,5,-,-,-,-,-,1074,34,58,711,271,43,9,34,2,-,-,-,-,-,2
1753,Rui Patrício,2017/2018,Sporting CP,Portugal-Liga-NOS,PLN,34,3060,7,6,1,6.76,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,2,-,9,1,4,-,-,15,-,-,1,82,-,46,36,961,270,278,409,4,1,1,-,-,-,-,-,-,-,-
1754,Rui Patrício,2017/2018,Sporting CP,Europe-UEFA-Europa-League,UEL,6,540,-,-,-,6.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,14,1,7,6,213,74,59,80,-,-,-,-,-,-,-,-,-,-,-
1755,Rui Patrício,2017/2018,Sporting CP,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,6.61,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,-,-,-,-,6,-,-,-,21,1,10,10,182,54,76,51,1,-,-,-,-,-,-,-,-,-,-
1756,Rui Patrício,2016/2017,Sporting CP,Portugal-Liga-NOS,PLN,31,2790,7,7,-,6.55,-,-,-,-,-,-,-,-,-,1,1,2,-,-,2,2,-,7,1,2,-,-,16,-,-,1,61,5,26,30,889,269,227,391,2,-,-,-,-,-,-,-,-,-,-
1757,Rui Patrício,2016/2017,Sporting CP,Europe-UEFA-Champions-League,UCL,6,540,1,-,1,6.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,9,1,4,4,187,59,66,61,1,-,-,-,-,-,-,-,-,-,-
1758,Rui Patrício,2015/2016,Sporting CP,Europe-UEFA-Europa-League,UEL,7,557,4,4,-,6.14,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,1,-,1,-,5,-,-,-,13,1,9,3,163,47,66,48,2,-,-,-,-,-,-,-,-,-,-
1759,Rui Patrício,2014/2015,Sporting CP,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,6.4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-,-,5,-,-,-,17,1,8,8,124,39,51,34,-,-,-,-,-,-,-,-,-,-,-
1760,Rui Patrício,2014/2015,Sporting CP,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,6.87,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,6,3,48,10,14,24,-,-,-,-,-,-,-,-,-,-,-
1761,Rui Patrício,2016,Portugal,International-European-Championship,UEC,7,630,3,3,-,6.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,-,-,20,1,13,6,168,40,48,80,-,-,-,-,-,-,-,-,-,-,-
